YYYY;MM;DD;qobs;ckhs;qceq;qcol
1981;1;1;72.829;1;0;0
1981;1;2;77.846;1;0;0
1981;1;3;72.675;1;0;0
1981;1;4;55.004;1;0;0
1981;1;5;60.2;1;0;0
1981;1;6;64.721;1;0;0
1981;1;7;77.842;1;0;0
1981;1;8;82.729;1;0;0
1981;1;9;70.912;1;0;0
1981;1;10;73.492;1;0;0
1981;1;11;70.737;1;0;0
1981;1;12;74.025;1;0;0
1981;1;13;74.213;1;0;0
1981;1;14;76.354;1;0;0
1981;1;15;85.304;1;0;0
1981;1;16;74.108;1;0;0
1981;1;17;67.804;1;0;0
1981;1;18;58.7;1;0;0
1981;1;19;84.946;1;0;0
1981;1;20;69.729;1;0;0
1981;1;21;69.108;1;0;0
1981;1;22;75.217;1;0;0
1981;1;23;71.767;1;0;0
1981;1;24;71.808;1;0;0
1981;1;25;77.583;1;0;0
1981;1;26;80.708;1;0;0
1981;1;27;83.233;1;0;0
1981;1;28;81.787;1;0;0
1981;1;29;94.358;1;0;0
1981;1;30;91.121;1;0;0
1981;1;31;74.221;1;0;0
1981;2;1;67.921;1;0;0
1981;2;2;96.038;1;0;0
1981;2;3;85.387;1;0;0
1981;2;4;74.867;1;0;0
1981;2;5;78.779;1;0;0
1981;2;6;77.867;1;0;0
1981;2;7;64.408;1;0;0
1981;2;8;66.517;1;0;0
1981;2;9;88.525;1;0;0
1981;2;10;74.875;1;0;0
1981;2;11;59.754;1;0;0
1981;2;12;63.217;1;0;0
1981;2;13;57.65;1;0;0
1981;2;14;54.008;1;0;0
1981;2;15;51.367;1;0;0
1981;2;16;58.708;1;0;0
1981;2;17;60.296;1;0;0
1981;2;18;59.604;1;0;0
1981;2;19;59.508;1;0;0
1981;2;20;59.742;1;0;0
1981;2;21;54.75;1;0;0
1981;2;22;52.45;1;0;0
1981;2;23;57.171;1;0;0
1981;2;24;58.917;1;0;0
1981;2;25;57.588;1;0;0
1981;2;26;58.454;1;0;0
1981;2;27;54.921;1;0;0
1981;2;28;54.812;1;0;0
1981;3;1;56.529;1;0;0
1981;3;2;56.942;1;0;0
1981;3;3;59.621;1;0;0
1981;3;4;60.267;1;0;0
1981;3;5;57.992;1;0;0
1981;3;6;59.012;1;0;0
1981;3;7;56.629;1;0;0
1981;3;8;52.342;1;0;0
1981;3;9;57.275;1;0;0
1981;3;10;60.679;1;0;0
1981;3;11;70.3;1;0;0
1981;3;12;77.533;1;0;0
1981;3;13;80.717;1;0;0
1981;3;14;67.417;1;0;0
1981;3;15;58.271;1;0;0
1981;3;16;71.254;1;0;0
1981;3;17;68.133;1;0;0
1981;3;18;74.279;1;0;0
1981;3;19;67.4;1;0;0
1981;3;20;62.579;1;0;0
1981;3;21;60.775;1;0;0
1981;3;22;53.529;1;0;0
1981;3;23;62.467;1;0;0
1981;3;24;61.179;1;0;0
1981;3;25;72.596;1;0;0
1981;3;26;87.867;1;0;0
1981;3;27;94.196;1;0;0
1981;3;28;84.721;1;0;0
1981;3;29;80.083;1;0;0
1981;3;30;91.062;1;0;0
1981;3;31;106.862;1;0;0
1981;4;1;130.967;1;0;0
1981;4;2;128.763;1;0;0
1981;4;3;115.292;1;0;0
1981;4;4;109.508;1;0;0
1981;4;5;105.167;1;0;0
1981;4;6;124.513;1;0;0
1981;4;7;114.45;1;0;0
1981;4;8;119.858;1;0;0
1981;4;9;125.617;1;0;0
1981;4;10;129.558;1;0;0
1981;4;11;121.946;1;0;0
1981;4;12;117.879;1;0;0
1981;4;13;136.846;1;0;0
1981;4;14;149.042;1;0;0
1981;4;15;147.542;1;0;0
1981;4;16;145.867;1;0;0
1981;4;17;141.058;1;0;0
1981;4;18;112.042;1;0;0
1981;4;19;98.871;1;0;0
1981;4;20;94.487;1;0;0
1981;4;21;100.829;1;0;0
1981;4;22;93.179;1;0;0
1981;4;23;92.633;1;0;0
1981;4;24;87.321;1;0;0
1981;4;25;85.367;1;0;0
1981;4;26;79.175;1;0;0
1981;4;27;91.212;1;0;0
1981;4;28;93.437;1;0;0
1981;4;29;91.521;1;0;0
1981;4;30;82.196;1;0;0
1981;5;1;77.033;1;0;0
1981;5;2;79.375;1;0;0
1981;5;3;79.521;1;0;0
1981;5;4;100.442;1;0;0
1981;5;5;96.504;1;0;0
1981;5;6;86.917;1;0;0
1981;5;7;81.567;1;0;0
1981;5;8;84.567;1;0;0
1981;5;9;87.896;1;0;0
1981;5;10;86.321;1;0;0
1981;5;11;135.392;1;0;0
1981;5;12;150.917;1;0;0
1981;5;13;152.875;1;0;0
1981;5;14;131.208;1;0;0
1981;5;15;119.692;1;0;0
1981;5;16;116.925;1;0;0
1981;5;17;118.971;1;0;0
1981;5;18;128.458;1;0;0
1981;5;19;131.933;1;0;0
1981;5;20;150.542;1;0;0
1981;5;21;185.917;1;0;0
1981;5;22;246.833;1;0;0
1981;5;23;322.75;1;0;0
1981;5;24;218.333;1;0;0
1981;5;25;233.167;1;0;0
1981;5;26;284.042;1;0;0
1981;5;27;786.083;1;0;0
1981;5;28;467.5;1;0;0
1981;5;29;363.292;1;0;0
1981;5;30;322.875;1;0;0
1981;5;31;300.708;1;0;0
1981;6;1;328.75;1;0;0
1981;6;2;351.833;1;0;0
1981;6;3;394.375;1;0;0
