ID;q_mean;runoff_ratio;stream_elas;slope_fdc;baseflow_index_ladson;baseflow_index_lfstat;hfd_mean;Q5;Q95;high_q_freq;high_q_dur;low_q_freq;low_q_dur;zero_q_freq
251;2.645;0.637;1.33;1.527;0.761;0.815;224.778;0.925;6.381;0.056;1;6.889;27.556;0
252;2.669;0.621;1.041;1.925;0.725;0.717;228.917;0.891;6.465;0.028;1;0.417;1.667;0
253;2.295;0.582;1.805;1.722;0.761;0.797;227.306;0.791;5.477;0.056;2;1.056;4.222;0
254;2.638;0.614;1.15;1.843;0.738;0.739;227.969;0.928;6.229;0;0;0;0;0
255;3.256;0.855;0.669;1.913;0.687;0.709;220.278;0.898;8.717;0.417;1.667;3.722;6.7;0
256;2.26;0.594;1.754;1.782;0.686;0.682;199.861;0.715;5.853;1.278;1.438;1.194;3.909;0
257;3.204;0.803;0.933;2.939;0.446;0.37;208.139;0.338;12.4;16.074;2.111;76.564;8.484;0
258;3.114;0.805;1.57;1.925;0.7;0.704;215.361;0.971;7.742;0.639;1.643;0.083;1.5;0
259;3.307;0.756;1.228;1.705;0.647;0.627;202.677;0.98;8.688;1.806;1.302;0.161;2.5;0
260;1.868;0.495;0.63;1.288;0.675;0.654;180.583;0.662;4.432;2.611;1.492;0;0;0
261;2.655;0.708;1.534;2.249;0.425;0.347;175.417;0.335;9.053;13.167;1.823;51.722;6.269;0
262;3.251;0.792;1.572;2.096;0.526;0.451;189.528;0.724;9.86;6.417;1.662;9.556;5.292;0
263;2.844;0.693;1.003;1.731;0.718;0.675;218.056;0.995;6.544;0.306;1.375;0.167;1;0
264;5.252;1.047;1.439;2.624;0.665;0.643;241.194;1.084;14.823;0.833;1.304;15.833;12.955;0
265;11.571;2.353;1.56;4.869;0.527;0.468;257.611;0.076;44.033;16.528;2.49;126.722;17.412;0.013
266;6.851;1.385;1.023;2.853;0.676;0.678;247.417;1.364;19.112;0.306;1.375;18.611;13.4;0
267;4.646;0.961;1.568;2.425;0.686;0.672;239.111;1.118;11.658;0.333;1;7.972;8.2;0
268;5.121;1.106;1.419;2.357;0.676;0.682;225.028;1.284;13.611;0.389;1.4;4.222;5.429;0
269;2.419;0.539;1.458;1.485;0.7;0.686;197.25;0.919;5.754;0.806;1.318;0;0;0
270;3.22;0.706;1.795;1.906;0.687;0.672;211.611;1.023;7.49;0.778;1.273;0.139;5;0
271;19.689;4.247;1.123;2.789;0.592;0.563;235.667;3.517;66.879;5.417;1.653;31.778;8.29;0
272;6.001;1.383;1.392;3.264;0.466;0.391;220.346;0.586;20.596;10.384;1.753;75.727;8.83;0
273;3.843;0.847;1.62;2.124;0.657;0.631;218.861;1.082;9.91;0.972;1.346;0.778;4;0
274;5.063;1.169;1.681;3.619;0.423;0.325;216.833;0.309;18.321;13.528;1.859;96.944;8.639;0
275;2.313;0.513;2.435;3.166;0.472;0.395;203.972;0.165;7.756;9.028;1.958;80.722;12.21;0
276;4.268;0.924;1.626;2.119;0.68;0.646;224.111;1.231;10.325;0.75;1.286;1;3;0
277;2.497;0.589;1.432;1.537;0.683;0.678;199.944;0.853;5.772;1.778;1.391;0.333;12;0
278;2.6;0.635;1.452;1.877;0.606;0.558;196.944;0.678;6.832;2.472;1.435;3.222;5.524;0
279;1.814;0.454;0.516;1.947;0.538;0.47;185.806;0.436;5.5;5.451;1.523;7.322;4.283;0
280;3.547;0.814;1.484;1.912;0.687;0.654;216.861;1.105;8.061;0.806;1.318;0;0;0
281;2.976;0.719;0.997;1.754;0.719;0.686;217.889;1.045;6.721;0.222;1.333;0.083;1;0
282;1.789;0.534;1.231;2.361;0.471;0.397;168.722;0.251;5.738;9.417;1.687;47.667;6.379;0
283;0.772;0.289;1.817;1.948;0.591;0.575;185.111;0.164;2.12;6.056;2.247;15.167;9.1;0
284;0.771;0.285;1.707;2.122;0.607;0.578;181.917;0.159;2.151;3.972;2.306;16.333;5.654;0
285;1.252;0.451;1.995;1.809;0.647;0.661;195.485;0.334;3.419;3.03;2.5;5.758;5.938;0
286;0.996;0.36;1.71;1.716;0.675;0.688;190.417;0.264;2.626;2.583;3;4.917;7.08;0
287;0.893;0.329;1.927;1.925;0.642;0.635;184.778;0.214;2.481;3.028;2.659;7.806;5.302;0
288;0.805;0.29;0.715;0.969;0.762;0.743;181.944;0.364;1.555;0.944;1.308;0;0;0
289;1.132;0.403;1.607;1.812;0.675;0.671;190.556;0.307;2.952;1.611;2.636;4.639;5.387;0
290;1.049;0.366;1.66;1.784;0.673;0.674;188.056;0.272;2.846;2.473;3.069;4.724;4.25;0
291;1.066;0.39;1.478;1.678;0.66;0.655;189.139;0.283;2.793;2.75;3.094;7.5;5.294;0
292;0.901;0.353;1.155;1.968;0.621;0.584;176.611;0.218;2.458;4.139;2.525;8.167;4.983;0
293;1.145;0.452;1.153;1.874;0.666;0.648;187.194;0.319;2.997;2.139;2.265;2.639;3.065;0
294;3.326;0.832;1.171;2.329;0.547;0.492;201.333;0.79;10.056;4.636;1.594;5.697;8.174;0
295;5.225;1.29;1.264;2.459;0.507;0.433;210.5;0.898;16.29;6.625;1.767;30.5;7.625;0
296;3.436;0.855;0.945;1.919;0.524;0.458;199.875;0.852;10.508;8;1.684;5.125;5.125;0
297;3.386;0.869;1.247;1.823;0.612;0.562;197.5;1.024;9.066;2.444;1.544;0.028;1;0
298;2.405;0.624;1.479;1.241;0.644;0.606;188.818;0.86;5.857;2.818;1.348;0;0;0
299;1.156;0.368;1.135;1.819;0.521;0.457;165.889;0.243;3.389;7.417;1.723;14.194;2.971;0
300;2.424;0.68;1.38;1.782;0.604;0.551;188.75;0.745;6.372;3.528;1.549;0;0;0
301;2.574;0.657;1.257;2.15;0.594;0.567;202.5;0.613;8.19;2.944;2.356;6.111;4.4;0
302;3.541;0.89;1.283;1.857;0.602;0.569;195.833;1.032;10.628;2.611;1.446;0.667;3;0
303;2.954;0.774;1.389;1.598;0.636;0.607;193.806;0.9;8.26;2.722;1.607;0.694;5;0
304;3.167;0.805;1.566;1.839;0.648;0.627;194.889;1.022;8.219;1.861;1.558;0.139;2.5;0
305;2.31;0.604;1.452;1.54;0.663;0.639;181.694;0.794;5.972;1.75;1.615;1.056;3.8;0
306;1.966;0.535;1.806;2.068;0.53;0.481;178.778;0.371;6.079;6.917;1.831;22.778;6.613;0
307;2.946;0.736;-0.003;1.554;0.644;0.615;194.222;1.042;7.238;2.778;1.667;0;0;0
308;1.811;0.541;1.544;2.843;0.405;0.318;165.333;0.159;6.756;15.889;1.919;81.556;8;0
309;1.794;0.501;0.898;1.802;0.486;0.43;175.889;0.343;5.966;10.89;1.885;21.446;6.226;0
310;1.499;0.449;1.502;2.097;0.533;0.478;169.861;0.278;4.523;6.25;1.705;24.417;6.56;0
311;2.213;0.619;1.22;1.716;0.662;0.638;184.972;0.715;5.338;1.972;1.543;0;0;0
312;0.908;0.362;1.83;1.5;0.655;0.623;177.528;0.292;2.378;4.139;1.817;1.861;4.467;0
313;0.616;0.246;1.518;1.526;0.667;0.638;182.75;0.207;1.631;2.694;2.156;0.222;1.143;0
314;1.677;0.491;1.204;1.147;0.807;0.807;207.611;0.843;3.035;0;0;0;0;0
315;1.221;0.39;1.776;2.019;0.501;0.449;174.083;0.19;3.387;8.944;1.643;34.444;6.927;0
316;1.148;0.368;1.818;2.389;0.468;0.403;168.139;0.135;3.926;12;1.87;54.944;7.88;0
317;0.877;0.304;1.789;1.735;0.583;0.551;172.25;0.169;2.256;5.361;1.582;20.361;7.635;0
318;3.336;0.89;1.256;1.647;0.632;0.596;185.083;1.093;8.844;2.694;1.516;0.167;2;0
319;;;;;;;;;;;;;;
320;1.858;0.561;1.364;1.781;0.6;0.565;179.694;0.495;5.256;3.694;1.547;1.833;3.882;0
321;0.622;0.247;2.214;2.028;0.589;0.556;178.417;0.099;1.815;6.333;2.018;33.222;6.913;0
322;0.276;0.113;1.588;1.139;0.758;0.736;197.543;0.105;0.574;1.543;2.455;0.143;1.25;0
323;1.667;0.49;1.153;1.132;0.806;0.805;207.75;0.816;3.011;0;0;0;0;0
324;0.212;0.102;0.034;1.19;0.721;0.679;177.714;0.067;0.454;2.143;1.667;5.571;4.333;0
325;2.566;0.7;1.439;1.48;0.683;0.675;186.056;0.956;6.404;1.694;1.564;0.139;1;0
326;2.256;0.622;0.697;0.936;0.901;0.967;203.794;1.236;3.839;0;0;0;0;0
327;2.309;0.62;0.981;0.664;0.904;0.951;194.818;1.446;3.547;0;0;0;0;0
328;2.157;0.618;1.139;1.148;0.768;0.784;188.25;0.996;4.499;0.889;1.524;0;0;0
329;1.523;0.516;1.204;0.924;0.781;0.776;191.75;0.694;3.04;0.833;1.667;0;0;0
330;1.81;0.591;1.359;1.568;0.669;0.664;185.722;0.632;4.64;2.361;1.932;0;0;0
331;1.415;0.491;1.203;1.463;0.668;0.651;182.917;0.465;3.51;2.333;1.615;0.389;1.75;0
332;1.69;0.538;1.191;1.34;0.714;0.713;185.111;0.667;3.938;1.417;1.7;0;0;0
333;0.479;0.152;3.272;3.85;0.295;0.237;189.727;0.017;2.231;53.815;5.92;205.624;16.043;0
334;1.042;0.366;2.308;1.956;0.609;0.577;182.444;0.218;3.147;5.278;2.405;16.472;6.895;0
335;0.675;0.256;2.407;2.253;0.624;0.609;184.694;0.118;1.907;3.778;2.566;25.306;7.592;0
336;0.764;0.284;1.848;1.841;0.664;0.657;189.806;0.171;2.041;2.333;2.625;12.944;6.563;0
337;0.827;0.307;2.124;1.764;0.643;0.62;195.667;0.174;2.186;3.722;2.271;15.972;6.609;0
338;0.657;0.251;2.798;1.788;0.641;0.605;188.917;0.158;1.782;3.5;2.864;7.222;3.824;0
339;0.585;0.231;1.992;2.158;0.705;0.724;186.528;0.232;1.338;1.833;4.125;0.222;8;0
340;0.254;0.127;2.557;1.566;0.61;0.573;180.056;0.051;0.703;5.333;2.37;18.25;5.43;0
341;0.255;0.126;2.39;1.602;0.607;0.552;181.077;0.051;0.752;6;2.229;18.463;5.854;0
342;0.506;0.211;1.986;2.232;0.704;0.72;187.194;0.197;1.182;1.528;3.438;0.278;5;0
343;0.51;0.21;2.1;1.459;0.688;0.656;189.278;0.151;1.211;2.667;2.824;3.556;4.571;0
344;0.726;0.314;1.767;1.877;0.547;0.51;186.029;0.12;2.109;8.086;2.339;29.999;8.75;0
345;0.506;0.225;1.865;2.035;0.563;0.531;183.361;0.07;1.399;6.75;2.077;38.972;8.351;0
346;0.546;0.248;2.077;2.209;0.58;0.544;186.306;0.083;1.587;5.685;2.125;36.478;7.838;0
347;0.401;0.19;1.601;2.111;0.622;0.611;190.688;0.048;1.03;5.156;2.2;43.219;9.739;0
348;0.506;0.261;1.24;2.032;0.627;0.603;190.222;0.093;1.382;5.583;2.161;21.639;5.228;0
349;0.119;0.065;1.589;1.696;0.726;0.716;190.25;0.026;0.315;2.972;2.432;14.667;6.14;0
350;0.101;0.056;0.807;1.253;0.765;0.749;185.167;0.036;0.228;1.361;1.69;0.75;2.455;0
351;1.612;0.48;1.149;1.104;0.805;0.8;206;0.807;2.938;0;0;0;0;0
352;0.404;0.207;1.559;2.474;;;189.486;0.039;1.165;6.591;2.444;47.723;7.622;0.013
354;0.681;0.324;1.173;2.042;0.588;0.555;186.692;0.136;1.812;5.807;2.475;19.114;5.713;0
355;0.539;0.265;1.854;1.994;0.61;0.58;188.306;0.127;1.487;6.222;2.196;7.25;4.579;0
356;0.998;0.425;2.07;3.272;0.439;0.384;177.543;0.055;3.497;16.714;2.773;102.255;9.468;0
357;0.739;0.32;1.186;2.276;0.518;0.475;174.444;0.113;2.359;10.056;2.397;38.778;9.184;0
358;0.572;0.242;0.835;2.048;0.528;0.476;179.812;0.107;1.666;8.188;2.426;23.25;6.098;0
359;0.915;0.353;1.406;1.546;0.62;0.6;179.083;0.267;2.543;5.194;1.798;1.639;4.917;0
360;0.819;0.318;1.205;1.314;0.666;0.647;180.556;0.289;2.03;3.25;1.56;0.222;8;0
361;0.369;0.173;1.207;1.933;0.638;0.619;178.472;0.088;1.003;4.389;2.107;7.889;5.68;0
363;0.335;0.164;0.672;1.407;0.678;0.63;197.114;0.092;0.848;1.179;1.242;7.85;2.814;0.004
364;0.631;0.281;1.035;1.174;0.746;0.734;179.361;0.269;1.393;1.222;1.571;0;0;0
366;1.652;0.53;1.098;0.981;0.759;0.762;183.611;0.798;3.635;1.028;1.762;0;0;0
367;0.641;0.206;1.98;2.328;0.697;0.705;194.357;0.066;1.651;2.857;2.667;64.637;11.753;0
368;0.96;0.332;1.071;1.064;0.785;0.797;184.056;0.444;1.986;0.583;2.1;0;0;0
370;0.71;0.253;1.062;1.215;0.786;0.797;182.361;0.298;1.48;0.694;1.923;0;0;0
371;1.236;0.504;0.62;0.684;0.889;0.92;176.889;0.769;1.961;0;0;0;0;0
372;1.575;0.473;1.415;1.097;0.805;0.802;205.333;0.808;2.91;0;0;0;0;0
373;1.579;0.477;1.173;1.127;0.809;0.812;206.889;0.795;2.86;0;0;0;0;0
374;0.195;0.103;0.938;1.384;0.718;0.702;177.25;0.064;0.464;1.417;1.417;4.667;3.733;0
375;0.575;0.312;2.444;1.855;0.868;0.865;173.306;0.017;1.134;0;0;89.392;47.258;0.006
376;;;;;;;;;;;;;;
377;0.975;0.366;1.737;1.803;0.638;0.63;195.389;0.246;2.524;2.972;2.058;8.917;5.944;0
378;0.708;0.279;2.429;2.095;0.635;0.637;189.278;0.148;2.005;4.694;3.189;15.472;4.802;0
379;0.601;0.294;-0.063;2.521;0.584;0.507;164;0.056;1.891;7.165;3.071;47.656;7.333;0
380;0.591;0.281;1.045;2.512;0.571;0.542;159.667;0.075;1.959;7.667;2.556;44.448;4.348;0
381;0.602;0.273;1.662;2.523;0.581;0.557;176;0.068;1.884;6;3.323;49.722;7.306;0
382;0.602;0.298;0.656;2.598;0.608;0.549;169.8;0.07;2.014;7.601;4.75;41.406;9;0
383;0.553;0.238;2.145;2.771;0.523;0.496;176.389;0.055;1.932;12.139;2.856;72.028;8.311;0
384;0.53;0.253;1.388;2.644;0.586;0.571;163.85;0.065;1.688;6.45;2.58;44.3;6.196;0
385;0.525;0.235;2.464;2.129;0.547;0.507;170.318;0.085;1.662;9.363;2.943;31.18;6.596;0
386;0.392;0.193;2.154;2.512;0.606;0.591;161.793;0.054;1.194;6.69;3.88;40.76;6.912;0
387;0.462;0.222;2.134;2.332;0.588;0.551;169.167;0.073;1.419;7.25;3.222;32.25;7.302;0
388;0.387;0.186;2.489;2.212;0.529;0.475;163;0.055;1.201;9.777;2.75;38.775;5.288;0
389;0.354;0.176;2.086;1.295;0.637;0.562;184.528;0.112;1.155;4.139;5.138;1.167;1.826;0
390;0.19;0.103;1.522;1.397;0.697;0.666;175.333;0.044;0.477;2.636;1.812;13.455;5.415;0
391;0.14;0.076;1.189;1.665;0.668;0.635;185.222;0.029;0.36;4.556;1.708;17.112;6.696;0
392;1.219;0.68;-0.331;0.48;0.876;0.89;179.684;0.785;1.647;0;0;5.947;4.346;0
393;0.254;0.128;0.889;1.674;0.696;0.666;167.222;0.077;0.711;1.778;3.556;0;0;0
394;0.347;0.171;1.512;1.921;0.682;0.682;174.71;0.086;0.952;1.516;7.833;7.387;7.387;0
395;0.132;0.073;1.648;1.61;0.799;0.794;185.2;0.042;0.29;0.971;1.36;1.057;2.643;0
396;0.123;0.068;1.366;1.256;0.781;0.769;179.167;0.049;0.266;0.639;1.533;0.083;1.5;0
397;0.343;0.171;0.811;1.969;0.689;0.695;175.056;0.086;0.9;1.611;6.444;7.417;8.9;0
398;0.135;0.073;0.679;0.765;0.799;0.786;183.139;0.067;0.245;0.556;1.053;0;0;0
399;1.316;0.433;0.994;1.143;0.805;0.8;204.059;0.667;2.396;0;0;0;0;0
401;1.604;0.488;1.51;1.495;0.671;0.662;188.333;0.547;4.113;2.278;2.05;0.028;1;0
402;2.017;0.588;1.783;1.838;0.643;0.619;205.889;0.581;5.425;2.444;1.692;0.417;3.75;0
403;1.835;0.551;1.752;1.666;0.657;0.638;195.917;0.584;4.819;2.25;1.976;0;0;0
404;1.582;0.483;1.061;1.466;0.729;0.731;203.056;0.624;3.657;0.833;1.765;0;0;0
405;0.973;0.322;1.693;1.272;0.8;0.828;193.25;0.356;2.009;0.389;1.75;0.194;2.333;0
406;0.785;0.261;1.699;1.46;0.782;0.807;194.667;0.257;1.746;0.028;1;1.667;4;0
407;;;;;;;;;;;;;;
408;1.088;0.393;1.28;1.465;0.766;0.78;208.806;0.417;2.531;0.306;1.571;0.306;11;0
409;0.968;0.326;1.45;1.272;0.769;0.773;206.917;0.38;2.236;0.472;2.125;0.111;1.333;0
410;;;;;;;;;;;;;;
411;0.446;0.174;2.498;1.755;0.715;0.698;190.375;0.116;1.092;1.469;2.043;10.25;3.77;0
412;0.751;0.272;1.83;1.396;0.774;0.779;205.444;0.292;1.691;0.611;2.75;0.028;1;0
413;0.221;0.075;3.851;16.428;0.353;0.291;220.629;0;1.069;117.073;10.095;207.472;17.935;0.308
414;0.184;0.062;5.272;;0.331;0.268;217.722;0;0.902;180.028;21.042;228.139;22.019;0.507
415;0.209;0.08;1.338;1.767;0.827;0.822;188.556;0.057;0.462;0;0;8.333;3.75;0
416;0.168;0.064;2.303;2.733;0.868;0.888;184.194;0.011;0.48;0;0;57.222;15.846;0.029
422;0.531;0.187;1.691;1.123;0.771;0.772;199.472;0.188;1.211;0.861;2.214;2;4.8;0
423;0.472;0.179;1.622;1.254;0.758;0.762;193.694;0.161;1.108;0.417;2.5;2.361;4.474;0
426;0.338;0.13;1.41;1.416;0.786;0.798;192.03;0.115;0.7;0;0;3.333;3.438;0
428;0.45;0.191;1.909;1.657;0.687;0.66;182.528;0.105;1.135;2.111;2.054;12.085;5.058;0
429;0.334;0.15;0.983;1.674;0.698;0.679;180.583;0.091;0.831;2.361;1.635;6.5;5.442;0
430;0.356;0.157;1.226;1.651;0.65;0.625;180.944;0.081;0.93;2.725;1.922;14.484;5.21;0
431;0.256;0.113;0.989;1.456;0.731;0.711;188.794;0.077;0.59;1.176;1.29;4;4.121;0
432;0.199;0.092;0.821;1.509;0.719;0.7;181.583;0.052;0.458;2.083;1.562;8.528;4.264;0
433;0.272;0.126;1.496;1.404;0.754;0.737;182.278;0.085;0.611;1.056;1.52;5.917;6.871;0
434;0.254;0.123;1.294;1.303;0.759;0.745;180.972;0.095;0.551;1;2;0.028;1;0
435;0.365;0.17;0.632;1.114;0.815;0.805;174.429;0.162;0.684;0.143;1;0;0;0
436;0.869;0.342;1.717;1.411;0.733;0.738;200.139;0.314;2.139;1.139;1.708;0.306;3.667;0
437;0.803;0.314;1.743;1.398;0.739;0.744;199.971;0.279;2.065;1.286;1.8;0.029;1;0
438;0.737;0.299;1.7;1.45;0.721;0.714;196.222;0.229;1.858;1.222;1.467;1.417;3;0
439;0.86;0.351;1.172;1.3;0.76;0.741;198.778;0.324;1.92;0.833;1.429;0.25;1.125;0
440;0.779;0.316;1.476;1.231;0.761;0.768;199.364;0.307;1.845;0.697;1.353;0.091;1;0
441;0.606;0.275;1.702;1.619;0.673;0.65;184.346;0.17;1.522;3.192;1.482;6.961;5.324;0
442;0.719;0.311;1.519;1.365;0.694;0.663;192.75;0.245;1.78;2.222;1.429;2.083;2.778;0
443;0.672;0.3;1.756;1.489;0.678;0.636;188.417;0.209;1.696;2.389;1.365;5.056;4.233;0
444;0.623;0.279;1.364;1.733;0.652;0.604;182.423;0.159;1.645;3.115;1.528;6.077;3.511;0
445;0.837;0.304;0.693;1.205;0.804;0.822;202.194;0.37;1.758;0.25;1.125;0;0;0
446;0.807;0.293;1.28;1.172;0.802;0.813;200.171;0.348;1.776;0.429;1.25;0;0;0
447;0.42;0.17;0.975;1.133;0.672;0.644;185.083;0.135;0.892;2.861;1.304;5.111;3.345;0
448;0.681;0.259;1.162;1.135;0.764;0.752;199.056;0.285;1.505;0.889;1.333;0;0;0
449;0.604;0.23;1.035;1.707;0.673;0.665;196.583;0.134;1.668;3.611;2.321;12.333;5.349;0
450;0.684;0.268;1.478;1.546;0.673;0.653;198.222;0.173;1.772;3.496;1.676;6.457;4.771;0
451;0.467;0.194;1.382;1.463;0.643;0.599;188.194;0.132;1.243;3.917;1.621;6.222;3.733;0
452;0.55;0.222;1.378;1.195;0.742;0.73;190.75;0.208;1.246;1.333;1.333;1.389;4.545;0
453;1.823;0.61;1.258;1.336;0.794;0.818;219.828;0.742;4.044;0.173;1.667;0.173;1.25;0
454;1.043;0.367;0.576;1.174;0.803;0.836;203.056;0.446;2.274;0.111;1.333;0;0;0
455;0.449;0.21;1.176;1.894;0.563;0.521;177.111;0.077;1.234;7.611;1.734;25.222;4.729;0
456;0.638;0.26;1.125;1.299;0.748;0.742;194.972;0.26;1.418;1.365;1.4;0.223;2.667;0
457;0.675;0.256;1.679;1.377;0.755;0.747;196.567;0.235;1.546;0.3;1.125;1.7;3.188;0
458;0.634;0.251;1.526;1.431;0.706;0.677;200.667;0.199;1.564;1.474;1.432;2.086;3.75;0
459;0.325;0.138;2.43;1.698;0.631;0.599;186.545;0.074;0.859;4.954;1.677;13.363;4.667;0
460;0.428;0.184;1.505;1.447;0.683;0.648;189.667;0.126;1.084;2.585;1.632;3.641;2.382;0
461;0.376;0.168;1.062;1.487;0.76;0.755;181.806;0.109;0.841;0.639;1.533;7.194;7.618;0
462;0.31;0.143;1.08;1.478;0.699;0.685;181.889;0.076;0.732;2.806;1.712;10.056;7.87;0
463;0.378;0.165;1.919;1.462;0.692;0.658;191;0.106;0.933;2.621;1.689;7.621;3.81;0
464;0.315;0.139;2.116;1.718;0.711;0.694;186.75;0.083;0.717;2.7;1.688;7.85;1.915;0
465;0.292;0.13;1.627;1.368;0.569;0.519;173.538;0.081;0.725;5.962;1.802;6.001;3.545;0
466;0.36;0.16;1.6;1.165;0.546;0.502;178.923;0.106;0.994;8.73;1.831;3.538;5.75;0
467;0.29;0.137;1.588;1.689;0.449;0.39;168.278;0.045;0.816;11.556;2.178;35.056;5.71;0
468;0.271;0.129;1.489;1.674;0.471;0.41;167.389;0.047;0.714;9.778;2.186;27.333;4.847;0
469;0.568;0.234;2.011;1.714;0.698;0.688;189.667;0.134;1.432;2.111;2.235;11.056;4.628;0
470;0.473;0.21;1.522;1.7;0.705;0.682;186.333;0.128;1.153;1.417;1.457;6.444;4.64;0
471;3.162;0.845;1.703;2.539;0.651;0.534;245.278;0.697;8.305;0.111;1;9.917;5.174;0
472;2.141;0.569;1.135;2.031;0.707;0.718;238.028;0.512;5.914;0.167;1;8.694;2.087;0
473;2.363;0.634;0.705;1.912;0.736;0.722;239.417;0.651;5.728;0.111;1.333;1.722;1.476;0
474;2.202;0.601;0.705;1.782;0.752;0.753;237.25;0.684;5.16;0.083;1.5;0.528;1.188;0
475;3.045;0.817;1.276;1.948;0.752;0.815;237.75;0.891;7.599;0.028;1;6.639;18.385;0
476;2.871;0.761;1.264;2.363;0.715;0.77;240.611;0.712;8.063;0.056;1;5.723;18.727;0
477;2.288;0.605;0.81;2.55;0.683;0.737;242.292;0.43;6.793;0.083;1;23.375;11.449;0
478;2.645;0.702;1.711;3.073;0.653;0.685;244.542;0.377;8.166;0.25;1.2;44.917;21.137;0
479;2.538;0.689;0.739;2.176;0.722;0.778;240.611;0.669;6.918;0.056;1;1.863;8.375;0
480;1.681;0.511;1.123;2.301;0.645;0.657;226.194;0.324;4.951;0.556;1.25;20.306;10.443;0
481;2.209;0.6;1.344;1.785;0.764;0.808;234.08;0.757;5.015;0.04;1;0;0;0
482;1.814;0.53;0.908;1.875;0.751;0.787;232.722;0.57;4.291;0.111;1;0.167;1;0
483;1.407;0.4;1.13;1.882;0.738;0.778;235.529;0.371;3.436;0.118;1;1.177;2.5;0
484;1.688;0.5;0.874;1.768;0.753;0.79;232.833;0.553;3.923;0.222;1.143;0.167;2;0
485;3.221;0.826;1.82;1.577;0.8;0.891;230.7;1.21;7.017;0;0;0;0;0
486;1.759;0.501;0.231;1.5;0.771;0.828;227.194;0.688;4.199;0.028;1;0.028;1;0
487;1.686;0.498;0.344;1.748;0.762;0.803;231.194;0.578;3.832;0.028;1;0.056;1;0
488;1.297;0.413;1.307;1.164;0.808;0.839;214.267;0.616;2.656;0.1;1;0;0;0
489;1.783;0.517;0.829;1.882;0.729;0.761;232.478;0.533;4.54;0.217;2.5;0.348;2.667;0
490;1.984;0.57;0.851;1.288;0.805;0.859;219.722;0.866;4.169;0;0;0;0;0
491;1.662;0.481;1.324;1.564;0.772;0.823;216.278;0.57;3.802;0;0;0.972;11.667;0
492;2.945;0.774;2.028;2.094;0.584;0.545;208;0.707;9.231;3.714;1.625;3.214;5;0
493;2.723;0.746;1.47;1.875;0.661;0.645;209.722;0.813;7.42;1.194;1.536;0.306;2.75;0
494;1.66;0.48;1.598;1.413;0.751;0.767;208.194;0.652;3.896;0.472;1.214;0.167;2;0
495;0.94;0.302;1.455;1.241;0.812;0.842;208.769;0.404;1.976;0.308;2.667;0;0;0
496;1.271;0.348;0.275;1.289;0.778;0.81;201.194;0.505;2.839;0.278;1.429;0.472;8.5;0
497;1.454;0.422;1.797;1.384;0.759;0.772;206.139;0.606;3.302;0.25;1;0;0;0
498;1.501;0.425;1.139;1.252;0.841;0.928;215;0.669;2.939;0;0;0;0;0
499;1.525;0.455;0.839;1.487;0.776;0.803;223.611;0.589;3.302;0;0;0;0;0
500;1.161;0.426;0.715;1.717;0.703;0.713;214.889;0.323;2.95;1.889;2.833;5.972;7.414;0
501;1.485;0.444;0.997;1.458;0.782;0.81;222.667;0.604;3.112;0;0;0;0;0
503;1.462;0.447;0.684;1.437;0.784;0.815;223.056;0.584;3.117;0;0;0;0;0
504;1.445;0.438;1.036;1.368;0.791;0.823;220.815;0.611;2.988;0;0;0;0;0
505;1.049;0.371;2.001;1.717;0.69;0.683;210.639;0.299;2.69;2.139;2.333;1.889;5.667;0
506;0.671;0.26;1.85;2.52;0.501;0.449;196;0.088;2.11;8.909;2.108;48.361;8.512;0
507;1.03;0.374;1.84;1.761;0.631;0.487;198.278;0.241;2.604;1.472;1.656;10.417;2.18;0
508;0.599;0.268;2.094;2.33;0.457;0.407;169.042;0.056;2.018;13.958;2.055;55.458;7.694;0
509;1.419;0.46;1.494;1.689;0.645;0.603;186.694;0.403;3.743;2;1.469;4.278;3.143;0
510;1.996;0.688;0.861;1.287;0.773;0.79;213.583;0.795;4.307;0.472;1.417;0;0;0
511;1.38;0.428;2.759;1.725;0.578;0.533;169.478;0.333;4.255;5.391;1.797;10.956;6.3;0
512;1.1;0.362;2.197;2.21;0.523;0.46;167.086;0.168;3.479;7.571;1.828;35.228;5.762;0
513;1.512;0.523;1.209;1.381;0.745;0.734;202.886;0.588;3.453;0.714;1.389;0.086;1.5;0
514;0.834;0.289;2.266;2.299;0.625;0.576;176.643;0.096;2.301;3.073;1.72;48.059;7.31;0
515;1.227;0.425;1.667;1.294;0.716;0.699;187.536;0.429;2.949;1.679;1.424;0;0;0
516;0.916;0.329;2.248;1.917;0.554;0.506;166.296;0.179;3.052;7.555;1.759;20.999;7.088;0
517;1.007;0.352;3.474;2.417;0.342;0.275;170.846;0.076;3.374;20.46;2.407;106.648;9.662;0
518;1.047;0.378;1.792;1.484;0.638;0.603;182.417;0.323;2.777;4.278;1.556;1.833;4.125;0
519;1.16;0.405;1.998;1.509;0.651;0.621;178.833;0.355;3.116;2.944;1.452;1.472;3.118;0
520;0.656;0.288;2.347;3.008;0.403;0.341;175.389;0.049;2.389;17.944;2.358;95.833;8.712;0
521;1.326;0.427;0.945;1.376;0.779;0.794;216.611;0.564;2.75;0.028;1;0;0;0
523;0.568;0.257;1.623;2.192;0.489;0.42;163.306;0.063;1.957;10.528;1.867;43.389;6.912;0
