ID;q_mean;runoff_ratio;stream_elas;slope_fdc;baseflow_index_ladson;baseflow_index_lfstat;hfd_mean;Q5;Q95;high_q_freq;high_q_dur;low_q_freq;low_q_dur;zero_q_freq
524;1.876;0.464;1.223;1.18;0.822;0.899;215.389;0.867;4.088;0;0;0;0;0
525;2.217;0.619;1.066;2.302;0.77;0.871;245.769;0.686;5.485;0;0;0;0;0
526;1.977;0.537;1.277;1.747;0.787;0.868;235.583;0.752;4.609;0;0;0;0;0
527;1.821;0.486;1.24;1.606;0.78;0.832;228.038;0.683;4.148;0;0;0;0;0
528;4.361;1.115;0.455;5.486;0.645;0.66;276.944;0.376;14.873;12.833;2.511;133.806;60.975;0
529;4.783;1.158;0.673;6.152;0.612;0.611;286.722;0.282;18.143;46.444;5.95;157.917;70.185;0
530;3.235;0.812;0.569;4.532;0.689;0.728;272.333;0.468;9.977;2.278;1.64;81.583;32.275;0
531;6.996;1.653;0.017;7.698;0.591;0.575;284.944;0.165;26.617;61.667;6.916;171.5;54.637;0
532;6.15;1.443;0.358;6.741;0.618;0.619;279.611;0.262;21.803;33.583;3.484;155.694;55.495;0
533;3.426;0.836;0.858;4.396;0.69;0.724;271.278;0.52;10.504;1.972;1.42;74.194;30.701;0
534;2.758;0.756;1.349;3.562;0.705;0.773;258.778;0.504;8.066;0.528;1.462;33.694;10.735;0
535;4.408;1.012;0.789;4.801;0.685;0.751;277;0.494;14.082;3.278;1.735;107.25;45.424;0
536;3.28;0.756;0.815;4.587;0.68;0.742;276.167;0.399;10.812;6.5;2.34;95.361;38.144;0
537;2.834;0.716;0.885;3.973;0.717;0.77;265.972;0.495;8.05;0.306;1.1;38.972;14.03;0
538;2.498;0.647;1.085;3.237;0.745;0.802;259.028;0.563;6.481;0.056;2;7.944;7.15;0
539;2.825;0.71;0.996;2.7;0.702;0.737;254.194;0.689;8.307;1.032;1.391;3.516;13.625;0
540;2.436;0.63;0.872;3.085;0.748;0.802;257.111;0.59;6.201;0.056;2;2.972;3.963;0
541;2.283;0.594;0.984;2.792;0.76;0.815;253.556;0.642;5.527;0.028;1;0;0;0
542;1.483;0.323;0.142;2.743;0.696;0.722;256.571;0.259;4.149;0.286;1;28.283;22;0
543;1.656;0.394;1.311;2.696;0.716;0.746;251.444;0.432;4.514;0.361;1.3;1.75;4.5;0
544;2.214;0.546;1.075;1.469;0.75;0.688;236.278;0.759;4.902;0;0;1.583;1.326;0
545;3.583;0.924;0.905;3.525;0.702;0.762;257.889;0.656;10.027;0.5;1.385;31.472;16.91;0
546;2.446;0.663;0.534;2.806;0.64;0.674;239.824;0.433;7.175;2.294;1.696;27.942;14.844;0
547;2.083;0.527;1.069;1.654;0.761;0.74;239.444;0.744;4.689;0.028;1;0.167;1.2;0
548;2.521;0.652;0.943;1.888;0.757;0.733;243.861;0.818;5.708;0.028;1;0.722;1.368;0
549;1.649;0.466;0.985;2.174;0.74;0.806;239.222;0.478;4.117;0.306;1;2.139;11;0
550;1.557;0.476;1.45;1.711;0.735;0.775;224.028;0.53;3.781;0.194;1;0;0;0
551;;;;;;;;;;;;;;
552;0.68;0.183;0.505;2.499;0.597;0.588;236.694;0.106;1.97;4;1.5;39.25;15.032;0
553;;;;;;;;;;;;;;
554;1.988;0.624;1.697;2.018;0.71;0.765;223.368;0.575;5.525;0.368;2.333;4.158;5.643;0
555;1.474;0.485;1.415;1.524;0.737;0.758;209.528;0.528;3.568;0.278;1.429;0.111;4;0
556;1.375;0.451;1.542;1.411;0.777;0.846;207.389;0.55;3.112;0;0;0;0;0
557;1.422;0.431;1.338;1.697;0.737;0.78;221.333;0.478;3.422;0.083;1;0;0;0
558;2.319;0.621;1.072;1.843;0.772;0.767;240.889;0.792;5.06;0;0;0.083;1;0
559;1.677;0.431;2.008;1.269;0.749;0.766;179.417;0.735;3.747;0.542;1.444;0;0;0
560;2.357;0.728;1.111;0.776;0.88;0.912;183.143;1.445;3.884;0;0;0;0;0
561;1.977;0.578;1.356;0.669;0.881;0.917;179.333;1.219;3.325;0;0;0;0;0
562;1.687;0.534;0.763;0.873;0.851;0.871;182.833;0.966;2.98;0;0;0;0;0
563;1.489;0.461;1.461;1.018;0.862;0.95;180.472;0.767;2.662;0;0;0.111;4;0
564;1.104;0.332;1.574;1.442;0.754;0.761;194.167;0.397;2.513;0.306;1.375;0.222;2.667;0
565;2.399;0.571;1.331;1.939;0.694;0.759;220.056;0.705;6.694;0.833;1.765;0.5;9;0
566;2.442;0.561;1.49;1.792;0.709;0.777;211.333;0.681;6.47;1.139;2.05;3.389;8.714;0
567;2.558;0.566;1.95;1.661;0.702;0.748;200;0.767;6.619;1.75;2.1;2.417;9.667;0
568;2.035;0.483;1.92;1.371;0.763;0.785;180;0.843;4.531;0.694;1.25;0;0;0
569;2.682;0.596;1.795;1.571;0.712;0.749;192.778;0.947;6.605;1.583;1.966;0;0;0
570;3.42;0.724;1.275;1.471;0.7;0.722;183.75;1.282;8.344;2.167;1.472;0.528;6.333;0
571;2.773;0.619;1.674;1.521;0.716;0.744;189.694;1.025;6.772;1.333;1.714;0;0;0
572;3.394;0.937;1.217;1.215;0.782;0.814;179.5;1.548;7.007;0.361;1.182;1.333;12;0
573;;;;;;;;;;;;;;
574;2.489;0.75;1.21;1.518;0.657;0.636;177.861;0.928;6.495;2.167;1.345;0;0;0
575;1.583;0.52;1.113;2.059;0.721;0.77;222.778;0.441;3.924;0.167;1.5;2.528;6.5;0
576;1.465;0.482;1.463;2.023;0.714;0.754;222.25;0.395;3.703;0.278;1.667;4.056;9.125;0
577;1.404;0.432;3.287;1.929;0.697;0.704;213.7;0.371;3.673;0.5;1.667;2.4;3.429;0
578;1.153;0.387;1.627;1.81;0.73;0.767;213.222;0.328;2.813;0.222;2;4.139;9.933;0
579;1.158;0.393;0.938;1.458;0.776;0.809;209.971;0.458;2.622;0;0;0.23;2.667;0
580;0.866;0.285;1.215;1.159;0.828;0.854;193.522;0.395;1.662;0;0;0;0;0
581;0.947;0.329;0.496;1.176;0.794;0.809;201.889;0.418;1.994;0.028;1;0;0;0
582;1.019;0.342;1.545;1.37;0.783;0.813;202.25;0.415;2.21;0.083;2;0;0;0
583;0.456;0.171;1.501;1.391;0.774;0.779;186.241;0.175;1;0.103;1;1.138;4.125;0
584;0.968;0.341;0.824;1.3;0.787;0.813;206.056;0.409;2.063;0.056;2;0;0;0
585;1.014;0.333;1.04;1.165;0.82;0.848;216.4;0.474;2.068;0;0;0;0;0
586;1.096;0.382;0.349;1.076;0.828;0.84;209.167;0.56;2.088;0;0;0;0;0
587;0.978;0.361;1.066;1.131;0.835;0.861;205.889;0.487;1.862;0;0;0;0;0
588;0.863;0.284;1.698;1.749;0.691;0.681;177;0.258;2.304;0.879;1.812;3.212;4.818;0
589;0.768;0.295;1.248;1.113;0.823;0.841;186.528;0.362;1.512;0.167;2;0;0;0
590;0.86;0.29;1.81;1.425;0.753;0.772;175;0.32;2.112;0;0;0;0;0
591;0.896;0.294;1.749;2.342;0.624;0.633;153.515;0.127;2.716;2.879;3.065;36.577;8.267;0
592;0.968;0.314;2.711;1.481;0.741;0.777;160.6;0.361;2.38;0;0;0;0;0
593;1.309;0.369;1.752;1.935;0.658;0.678;157.8;0.26;3.663;1.3;6.5;18.45;10.543;0
594;1.277;0.375;1.227;1.95;0.602;0.562;160.318;0.252;3.807;2;2.316;18.362;3.961;0
595;0.72;0.219;2.411;1.503;0.742;0.736;166.417;0.21;1.752;1.361;3.5;4.417;3;0
596;1.016;0.298;1.427;1.831;0.697;0.735;164.083;0.245;2.815;0.25;2.25;11.111;5.405;0
597;0.953;0.321;0.877;1.263;0.78;0.815;168.722;0.411;2.184;0.028;1;0;0;0
598;0.964;0.336;1.282;1.159;0.818;0.85;191.028;0.474;1.912;0.056;2;0;0;0
599;0.843;0.298;0.525;1.134;0.85;0.878;178.208;0.405;1.57;0;0;0;0;0
600;1.137;0.328;3.16;1.566;0.732;0.762;166;0.343;2.747;1.286;1;0;0;0
601;1.043;0.393;1.117;1.014;0.827;0.84;192.172;0.499;2.021;0.034;1;0;0;0
602;2.053;0.544;2.091;1.169;0.804;0.772;212.625;0.89;3.902;0;0;0;0;0
603;1.113;0.365;0.786;1.332;0.788;0.799;209.375;0.487;2.294;0.042;1;0;0;0
604;1.364;0.459;1.617;1.087;0.812;0.828;205.75;0.622;2.786;0.15;1.5;0;0;0
605;1.152;0.395;1.23;1.313;0.791;0.799;209.944;0.512;2.396;0;0;0;0;0
606;1.068;0.381;1.042;1.414;0.79;0.816;205.735;0.424;2.198;0.118;2;0.059;1;0
607;1.038;0.361;1.635;1.226;0.789;0.791;205.893;0.466;2.154;0.179;1.25;0;0;0
608;0.614;0.207;3.14;1.565;0.635;0.594;169.6;0.179;1.758;3.4;1.7;3.999;3.636;0
609;1.055;0.371;1.1;1.189;0.803;0.813;205.556;0.494;2.065;0.167;1.5;0;0;0
610;1.422;0.414;1.499;1.364;0.741;0.723;188.361;0.574;3.087;0.028;1;0;0;0
611;1.272;0.391;1.637;1.242;0.763;0.742;185.417;0.566;2.662;0;0;0;0;0
612;1.141;0.371;1.613;1.232;0.76;0.746;180;0.498;2.404;0;0;0;0;0
613;1.357;0.418;1.497;1.158;0.781;0.774;191.167;0.629;2.663;0;0;0;0;0
614;1.272;0.403;1.389;1.105;0.788;0.783;189.694;0.617;2.455;0;0;0;0;0
615;1.098;0.375;1.314;1.217;0.776;0.75;177.222;0.497;2.208;0;0;0.113;1;0
616;1.061;0.365;1.351;1.18;0.78;0.78;179.083;0.488;2.117;0;0;0;0;0
617;1.163;0.386;1.312;1.069;0.797;0.799;183.833;0.598;2.223;0;0;0;0;0
618;4.409;0.829;1.331;2.239;0.645;0.627;227.278;0.947;11.809;0.722;1.3;13.917;8.213;0
619;4.07;0.8;1.542;1.956;0.64;0.59;217.556;1.079;10.269;0.611;1.467;4.111;4.111;0
620;2.079;0.496;1.585;2.106;0.613;0.551;212.361;0.414;5.485;0.528;1.583;18.639;5.368;0
621;3.706;0.689;1.338;2.539;0.652;0.668;239.167;0.593;10.334;0.922;1.375;30.125;9.8;0
622;4.438;0.84;2.109;2.183;0.705;0.748;239.5;1.029;11.377;0.4;1.333;11.002;15.714;0
623;4.014;0.777;2.423;2.355;0.625;0.583;220.714;0.891;10.02;0.43;1.5;9.883;4.6;0
624;5.252;1.006;1.645;2.139;0.652;0.62;232.139;1.47;13.853;1.167;1.273;0.833;3.333;0
625;;;;;;;;;;;;;;
626;0.786;0.275;1.608;1.222;0.715;0.686;172.444;0.279;1.808;0.889;1.455;3.194;7.188;0
627;1.439;0.413;1.373;1.293;0.714;0.688;181.972;0.579;3.369;1.029;1.233;0;0;0
628;1.191;0.37;1.121;1.165;0.733;0.69;181.25;0.524;2.594;0.611;1.375;0;0;0
629;1.123;0.371;1.177;0.904;0.796;0.789;176.972;0.605;2.186;0.139;1;0;0;0
630;0.771;0.284;1.321;1.078;0.873;0.914;180.361;0.396;1.448;0;0;0;0;0
631;0.757;0.299;1.538;2.19;0.547;0.492;142.25;0.14;2.399;9.252;2.752;24.839;3.634;0
632;0.673;0.271;1.657;2.087;0.578;0.54;146.722;0.135;2.186;7.223;3.421;18.086;3.557;0
633;0.675;0.272;1.815;2.253;0.568;0.521;150.194;0.123;2.107;8.036;2.331;24.969;5.161;0
634;0.784;0.299;1.011;0.704;0.788;0.767;170.333;0.454;1.513;0.222;1.333;0;0;0
635;0.788;0.279;1.024;0.775;0.739;0.705;172.778;0.419;1.706;0.917;1.737;0;0;0
636;3.585;0.728;1.62;1.513;0.726;0.643;228.167;1.339;7.634;0.167;2;1;1.44;0
637;2.952;0.642;1.627;1.308;0.766;0.767;224.333;1.385;5.888;0.194;1.75;0.028;1;0
638;2.649;0.6;1.545;1.41;0.754;0.754;225.5;1.2;5.381;0.168;2;0;0;0
639;2.445;0.59;1.415;1.195;0.792;0.795;213.833;1.222;4.482;0.139;1.667;0;0;0
640;3.567;0.718;1.187;2.273;0.604;0.555;220;0.801;9.696;1.676;1.5;12.373;4.663;0
641;3.981;0.811;1.214;2.419;0.525;0.435;207.361;0.806;12.272;4.197;1.238;17.345;7.518;0
642;2.357;0.541;0.902;2.011;0.591;0.523;192.667;0.624;6.275;1.058;1.583;4.538;5.258;0
643;2.147;0.518;1.171;1.822;0.613;0.545;191.139;0.641;5.564;1.111;1.429;0.5;1.5;0
644;1.976;0.451;1.087;2.151;0.543;0.472;185.583;0.402;5.667;4.057;1.49;17.116;5.867;0
645;1.753;0.429;2.059;2.097;0.522;0.454;191.139;0.327;5.287;6.013;1.532;22.244;6.549;0
646;1.088;0.368;0.865;0.873;0.828;0.818;184.375;0.608;1.953;0.25;1.143;0;0;0
647;0.811;0.297;1.042;0.64;0.843;0.84;176.667;0.519;1.392;0.028;1;0;0;0
648;0.752;0.281;0.574;0.621;0.84;0.838;176.917;0.488;1.28;0.139;1.667;0;0;0
649;0.711;0.298;0.697;0.588;0.818;0.815;171.611;0.455;1.19;0.611;1.467;0;0;0
650;0.725;0.285;0.608;0.522;0.842;0.845;178.552;0.472;1.144;0.276;1.6;0;0;0
651;0.624;0.256;2.09;2.328;0.438;0.368;149.083;0.076;2.655;20.996;4.016;66.075;6.927;0
652;0.559;0.232;1.843;1.928;0.632;0.621;149.167;0.126;1.74;4.7;5.633;11.848;6.656;0
653;0.638;0.266;1.475;1.577;0.722;0.734;156.281;0.218;1.669;1.282;6.833;0;0;0
654;0.674;0.275;1.785;2.21;0.566;0.52;147;0.138;2.104;8.227;2.667;16.871;6.194;0
655;0.632;0.257;0.913;0.854;0.839;0.855;166.194;0.344;1.189;0.028;1;0;0;0
656;0.882;0.358;1.627;1.784;0.668;0.657;149.5;0.24;2.456;2.487;3.069;5.394;5.848;0
657;0.856;0.354;1.489;1.758;0.693;0.691;153.472;0.262;2.322;1.724;3.263;0.723;1.529;0
658;0.832;0.343;1.503;1.436;0.735;0.742;156.556;0.316;2.058;0.837;2.5;0;0;0
659;1.014;0.413;2.064;2.069;0.646;0.623;146.222;0.222;3.004;3.757;2.271;12.588;4.989;0
660;0.75;0.32;1.455;2.037;0.645;0.632;142.6;0.16;2.285;3.12;1.938;13.688;2.566;0
661;1.417;0.561;1.869;2.399;0.608;0.593;145.167;0.282;4.38;5.562;2.105;18.688;4.253;0
662;0.808;0.32;1.409;1.908;0.652;0.636;146.389;0.208;2.33;4.259;3.06;4.259;3.326;0
663;0.929;0.383;1.505;1.58;0.705;0.68;157.083;0.312;2.349;1.281;1.586;0.084;1.5;0
664;0.941;0.392;1.526;1.676;0.741;0.756;158.444;0.326;2.376;0.418;2.5;0;0;0
665;0.824;0.33;1.253;0.888;0.751;0.724;155.528;0.415;1.849;0.917;1.941;0;0;0
666;0.872;0.357;0.956;0.691;0.846;0.854;166.25;0.529;1.628;0;0;0;0;0
667;1.655;0.493;1.416;1.526;0.715;0.695;171.194;0.616;3.903;0.957;1.259;0;0;0
668;1.356;0.442;1.308;1.497;0.721;0.699;167.028;0.516;3.157;1.009;1.565;0.785;4.667;0
669;1.24;0.418;1.139;1.492;0.722;0.701;167.111;0.477;2.935;0.985;1.591;0.056;1;0
670;2.232;0.628;1.591;1.461;0.728;0.73;178.5;0.838;5.477;0.696;1.19;1.029;7.4;0
671;1.921;0.553;1.564;1.444;0.723;0.717;173.111;0.707;4.582;0.933;1.1;0.933;4.714;0
672;1.611;0.524;1.407;1.383;0.752;0.754;175.972;0.694;3.541;0.695;1.136;0;0;0
673;0.906;0.349;1.986;1.622;0.643;0.609;159.306;0.28;2.451;5.067;2.022;0.947;2.429;0
674;0.536;0.231;1.245;0.886;0.763;0.753;166.222;0.262;1.021;1.391;2.174;0;0;0
675;;;;;;;;;;;;;;
676;0.74;0.152;1.069;1.233;0.756;0.776;239.083;0.137;1.336;2.677;2.209;23.585;22.622;0
677;1.605;0.332;1.986;0.985;0.737;0.727;217.639;0.707;3.641;0.945;2.615;0;0;0
678;1.892;0.416;2.135;1.64;0.694;0.63;225.444;0.595;4.439;0.417;2.5;0.111;2;0
679;0.729;0.169;2.127;0.862;0.743;0.746;228.167;0.215;2.056;2.917;2.333;0.278;1.429;0
680;1.72;0.474;1.014;0.906;0.824;0.81;203.306;0.997;3.037;0;0;0;0;0
681;1.666;0.473;1.041;0.845;0.834;0.824;200.083;0.984;2.848;0;0;0;0;0
682;2.379;0.5;1.681;1.946;0.714;0.714;227.417;0.674;5.74;0.257;1.286;2.859;6.25;0
683;2.344;0.492;2.424;2.275;;;241.229;0.587;5.462;0.204;1.4;7.359;9;0
684;2.877;0.618;1.717;1.515;0.753;0.744;228.028;1.136;6.091;0.167;2;0;0;0
685;5.813;1.252;1.408;1.154;0.796;0.712;219.472;2.856;10.801;0;0;0;0;0
686;3.357;0.74;1.021;0.663;0.792;0.728;212.222;1.803;6.656;0.083;1.5;0.25;9;0
687;3.604;0.749;1.684;2.425;0.74;0.757;252.444;0.918;8.761;0.194;1.167;6.057;7.267;0
688;1.788;0.47;1.006;1.325;0.772;0.813;203.75;0.739;3.547;0;0;0;0;0
689;1.583;0.433;1.092;1.343;0.769;0.811;201.222;0.648;3.213;0;0;0.056;2;0
690;1.225;0.36;0.892;1.073;0.803;0.853;197.188;0.59;2.308;0;0;0;0;0
691;1.317;0.408;0.882;0.884;0.834;0.871;189.222;0.721;2.301;0;0;0;0;0
692;2.735;0.601;1.782;1.135;0.741;0.769;225.861;0.995;6.147;0.954;1.36;0.112;4;0
693;2.648;0.605;1.347;1.431;0.683;0.651;215.417;0.936;6.221;1.147;1.323;0.224;4;0
694;2.082;0.502;1.245;1.261;0.721;0.701;208.306;0.862;4.535;0.556;1.333;0;0;0
695;1.909;0.462;0.916;1.629;0.673;0.657;197.667;0.621;4.599;0.308;1.833;2.405;4.778;0
696;;;;;;;;;;;;;;
697;1.367;0.396;0.643;0.818;0.904;0.971;198.139;0.716;2.214;0;0;0;0;0
698;0.731;0.265;0.975;0.989;0.734;0.702;169.889;0.35;1.481;1.75;1.615;0;0;0
699;0.975;0.349;1.374;1.215;0.66;0.617;167.5;0.381;2.53;2.696;1.492;0;0;0
700;0.691;0.243;0.827;0.713;0.625;0.591;162.694;0.31;1.608;6.508;2;0.056;2;0
701;0.695;0.246;0.909;0.906;0.669;0.63;160.639;0.305;1.672;3.64;2.62;0.167;1.2;0
702;0.702;0.256;1.282;0.918;0.699;0.673;161.833;0.311;1.664;2.501;2.432;0;0;0
703;0.749;0.263;1.372;0.849;0.656;0.603;162.139;0.312;1.753;3.89;1.647;1.139;4.1;0
704;0.597;0.211;1.207;1.128;0.567;0.524;159.889;0.194;1.546;7.14;2.048;1.98;2.958;0
705;0.481;0.183;1.123;1.258;0.577;0.533;153.067;0.17;1.267;7.697;1.855;1.071;5.333;0
706;1.259;0.474;1.743;1.855;0.627;0.595;152.972;0.336;3.753;4.997;1.884;3.573;2.844;0
707;1.771;0.569;1.159;1.853;0.671;0.649;168.639;0.559;4.667;1.875;1.489;0.308;2.75;0
708;1.829;0.605;1.313;1.787;0.675;0.661;168.722;0.593;4.872;2.006;1.565;0.167;3;0
709;1.847;0.62;1.163;1.772;0.695;0.688;171.361;0.579;4.76;1.261;1.406;0.252;1.5;0
710;2.669;0.631;1.025;1.892;0.805;0.8;246.972;1.071;5.708;0;0;0.111;1.333;0
711;2.694;0.636;1.303;1.829;0.803;0.798;246.194;1.064;5.748;0;0;0;0;0
712;2.552;0.61;1.304;1.695;0.811;0.808;243.083;1.104;5.229;0;0;0;0;0
713;2.407;0.595;1.305;1.542;0.815;0.809;241.083;1.105;4.904;0;0;0;0;0
714;2.473;0.603;1.166;1.321;0.816;0.829;228.917;1.152;4.578;0.028;1;0;0;0
715;1.131;0.249;2.267;1.016;0.681;0.651;207.667;0.468;3.083;2.489;1.978;0;0;0
716;1.113;0.264;3.018;3.48;0.514;0.427;230.286;0.169;3.379;5.432;1.81;49.891;6.585;0
717;1.407;0.33;2.345;2.465;0.595;0.541;206.222;0.263;3.742;1.365;1.441;22.144;6.913;0
718;3.735;0.734;1.624;1.866;0.612;0.568;208.333;1.069;10.2;2.227;1.481;0.306;2.75;0
719;1.351;0.428;1.513;1.124;0.707;0.681;178.944;0.559;3.024;1.641;1.513;0;0;0
720;0.931;0.329;1.671;1.388;0.658;0.618;165.472;0.291;2.294;2.951;1.582;3.313;3.132;0
721;3.05;0.644;1.07;1.359;0.795;0.867;214.083;1.316;5.995;0;0;0;0;0
722;0.842;0.182;2.781;1.247;0.614;0.613;223.417;0.27;2.899;8.613;3.523;1.695;10.167;0
723;3.299;0.655;1.087;1.664;0.706;0.688;215.556;1.193;7.614;0.556;1.111;0;0;0
724;3.461;0.683;1.685;1.462;0.665;0.636;202.611;1.143;8.149;1.306;1.306;0;0;0
725;3.762;0.728;1.27;1.453;0.684;0.665;205.5;1.283;8.744;1.195;1.344;0;0;0
726;2.922;0.6;1.492;1.635;0.612;0.561;194.5;0.895;7.655;2.113;1.288;1.057;6.333;0
728;3.259;0.695;1.14;1.634;0.765;0.754;231.611;1.291;6.752;0.167;1.2;0;0;0
729;3.89;0.69;0.914;2.049;0.715;0.683;238.556;1.322;9.268;0.528;1.357;0;0;0
730;3.305;0.633;1.33;2.011;0.69;0.674;223.417;0.952;7.968;0.583;1.235;0.861;3.444;0
731;2.025;0.446;1.261;1.901;0.582;0.513;176.778;0.564;5.691;3.223;1.706;2.362;4.048;0
732;0.659;0.227;1.282;1.037;0.612;0.573;159.972;0.248;1.634;5.612;1.629;0;0;0
733;0.719;0.249;1.187;1.163;0.612;0.567;161.056;0.259;1.956;5.696;2.181;0.083;1.5;0
734;1.486;0.558;1.221;1.482;0.661;0.634;178.111;0.418;4.031;1.336;1.5;4.788;4.778;0
735;1.493;0.406;1.862;2.07;0.601;0.563;148.222;0.291;4.545;3.333;1.967;19.889;6.885;0
736;0.57;0.162;2.518;;;;144.028;0;2.042;17.918;3.682;158.196;27.361;0.358
737;0.892;0.277;1.851;2.346;0.65;0.652;158.611;0.211;2.537;1.722;2.385;6.722;5.5;0
738;0.897;0.284;1.988;1.789;0.722;0.743;163.75;0.283;2.23;0.222;1.6;0;0;0
739;1.122;0.363;0.994;0.833;0.764;0.741;177.833;0.626;2.373;0.333;1.333;0;0;0
740;2.845;0.708;1.603;2.325;0.572;0.521;146.5;0.478;8.899;5.25;2.589;25.028;8.921;0
741;1.576;0.418;1.848;1.648;0.665;0.624;179.639;0.515;4.06;0.139;1;0.306;2.75;0
742;0.103;0.038;3.373;2.466;0.805;0.904;188.472;0.014;0.362;4.778;11.467;42.833;12.537;0
743;0.933;0.316;1.418;1.552;0.754;0.786;175.889;0.302;2.075;0.333;3;0.611;3.143;0
744;0.858;0.254;2.118;4.102;0.518;0.486;146.667;0.053;3.165;13.806;3.654;105.944;13.197;0
746;1.037;0.328;0.661;0.75;0.777;0.756;179.806;0.609;2.084;0.556;1.176;0;0;0
747;1.342;0.41;1.181;0.97;0.731;0.7;176.722;0.647;3.105;0.306;1.1;0.056;2;0
748;0.928;0.308;1.948;2.474;0.617;0.591;161.361;0.149;2.707;2.417;1.554;34.222;8.052;0
749;0.902;0.25;2.532;6.232;0.46;0.408;139.222;0.006;3.434;34.056;5.783;162.583;23.793;0
750;0.809;0.278;1.459;2.283;0.644;0.665;168.306;0.122;2.222;1.191;3.5;35.377;12;0
751;0.71;0.241;1.43;0.86;0.728;0.699;172.778;0.347;1.574;1.361;1.361;0;0;0
752;;;;;;;;;;;;;;
753;1.283;0.37;1.598;1.272;0.712;0.671;174.778;0.539;3.028;0.222;1.333;0;0;0
754;0.377;0.137;1.835;3.099;0.774;0.859;191.057;0.036;1.109;0.6;5.25;56.456;11.356;0
755;0.913;0.294;2.006;2.104;0.634;0.612;169.722;0.184;2.532;0.722;3.714;17.668;4.855;0
756;0.237;0.085;3.868;3.005;0.732;0.79;185.639;0.006;0.825;4.222;6.909;69.556;8.183;0.025
757;0.852;0.277;1.825;1.516;0.801;0.855;180.917;0.318;1.796;0;0;0;0;0
758;0.081;0.03;4.22;4.043;0.763;0.882;188.722;0;0.333;20.062;25.786;112.006;56.775;0.064
759;2.648;0.667;1.751;2.368;0.565;0.513;145.639;0.47;8.425;5.333;2.63;26.5;7.453;0
760;1.499;0.391;1.863;2.133;0.597;0.557;148.286;0.336;4.397;4.571;2.078;9.743;4.21;0
761;1.016;0.334;1.415;0.808;0.798;0.784;176.694;0.568;1.962;0.139;1.25;0;0;0
762;0.963;0.325;0.677;0.773;0.751;0.724;181.75;0.523;2.017;0.722;1.368;0;0;0
763;0.669;0.22;1.33;0.858;0.811;0.794;178.206;0.384;1.21;0;0;0;0;0
764;0.566;0.19;1.939;1.684;0.642;0.602;158.722;0.16;1.567;3.278;1.475;2.611;2.848;0
766;1.18;0.394;1.679;2.298;0.58;0.546;163.083;0.199;3.545;3.083;2.22;28.556;6.993;0
767;0.7;0.233;1.711;1.154;0.746;0.735;167.719;0.314;1.579;0.437;1.167;0;0;0
768;1.074;0.349;0.675;0.759;0.809;0.797;179.583;0.61;1.978;0.111;1;0;0;0
769;1.2;0.386;1.132;0.661;0.755;0.726;175.778;0.687;2.528;0.861;1.292;0;0;0
770;0.649;0.219;1.911;1.254;0.662;0.62;166.457;0.217;1.659;3;1.5;3;5.833;0
771;3.114;0.775;2.064;2.382;0.551;0.501;144.833;0.522;9.595;6.083;2.639;30.222;11.574;0
772;1.011;0.323;1.274;1.07;0.601;0.548;169.571;0.395;2.898;5.393;1.36;0;0;0
773;1.755;0.52;0.871;0.607;0.796;0.778;179.519;1.039;3.293;0.704;1.056;0;0;0
774;1.33;0.391;1.46;1.502;0.546;0.473;162.818;0.396;4.311;8.227;1.392;0.5;2.2;0
776;0.793;0.259;1.371;1.628;0.668;0.622;156.72;0.217;1.995;0.56;2.333;4.96;3.543;0
777;3.088;0.71;1.633;1.957;0.564;0.499;176.414;0.681;9.272;3.035;1.66;11.38;4.853;0
778;0.879;0.289;1.372;0.842;0.838;0.839;174.444;0.549;1.609;0;0;0;0;0
779;0.71;0.206;1.403;1.876;0.399;0.337;158.455;0.109;3.16;30.634;2.774;63.269;6;0
780;1.605;0.414;2.304;2.906;0.541;0.489;141.385;0.149;5.243;7.269;2.739;60.535;8.793;0
782;1.021;0.33;1.912;2.889;0.538;0.498;159.806;0.099;3.328;4.972;2.266;67.167;8.729;0
783;1.546;0.373;1.395;2.556;0.511;0.429;176.139;0.178;5.164;3.389;2.033;48.222;6.156;0
784;0.648;0.237;0.993;0.991;0.731;0.694;174.139;0.305;1.361;1.361;1.289;2.972;7.643;0
785;2.655;0.612;1.076;2.62;0.499;0.419;180.286;0.366;8.59;6.238;1.845;42.906;6.529;0
786;0.54;0.179;1.962;1.657;0.79;0.861;178.611;0.179;1.305;0.167;6;0.639;4.6;0
787;0.409;0.137;1.963;1.727;0.794;0.853;185.25;0.133;0.968;0;0;0.899;2.909;0
788;0.667;0.219;1.779;1.478;0.736;0.737;167.583;0.245;1.534;0.252;1.286;0;0;0
789;;;;;;;;;;;;;;
790;0.836;0.341;1.414;2.982;0.423;0.341;138.5;0.074;3.131;19.784;2.451;87.491;7.081;0
791;0.647;0.223;0.826;1.011;0.896;0.954;188.667;0.343;1.025;0;0;0;0;0
792;1.608;0.41;1.735;2.514;0.564;0.507;143.083;0.217;4.973;5.278;2.375;44;6.069;0
793;1.406;0.44;0.866;0.782;0.758;0.727;175.2;0.827;3.115;0.3;1;0;0;0
795;1.195;0.433;1.063;0.976;0.862;0.889;185.556;0.601;2.217;0;0;0;0;0
796;1.058;0.342;1.147;0.806;0.856;0.858;181.306;0.571;1.812;0;0;0;0;0
797;6.031;1.224;1.149;4.278;0.599;0.61;263.639;0.714;22.167;16.972;2.668;103.528;31.585;0
