ID;q_mean;runoff_ratio;stream_elas;slope_fdc;baseflow_index_ladson;baseflow_index_lfstat;hfd_mean;Q5;Q95;high_q_freq;high_q_dur;low_q_freq;low_q_dur;zero_q_freq
613;1.348;0.418;1.286;1.161;0.78;0.769;188.8;0.617;2.637;0;0;0;0;0
614;1.254;0.4;1.3;1.088;0.785;0.779;187.55;0.601;2.425;0;0;0;0;0
615;1.088;0.372;1.346;1.15;0.779;0.748;177.7;0.501;2.187;0;0;0;0;0
616;1.048;0.362;1.37;1.151;0.779;0.773;177.35;0.479;2.111;0;0;0;0;0
617;1.155;0.384;1.328;1.043;0.796;0.793;181.7;0.59;2.225;0;0;0;0;0
618;4.472;0.841;1.39;2.186;0.646;0.622;223.1;0.975;11.54;0.9;1.385;13.4;7.444;0
619;4.097;0.807;1.116;1.924;0.641;0.594;214.15;1.089;10.082;0.75;1.5;4.7;4.7;0
620;2.07;0.496;1.329;2.09;0.617;0.549;209.55;0.436;5.382;0.75;1.667;13.7;4.419;0
621;3.672;0.682;0.868;2.547;0.641;0.638;237.55;0.506;10.122;1.313;1.529;33.117;10.581;0.001
622;;;;;;;;;;;;;;
623;;;;;;;;;;;;;;
624;5.23;1.004;1.655;2.061;0.653;0.624;229.8;1.511;13.621;1.4;1.4;0.4;4;0
625;;;;;;;;;;;;;;
626;0.788;0.278;1.621;1.274;0.721;0.702;171.25;0.278;1.815;0.75;1.5;1.9;5.429;0
627;1.421;0.41;1.497;1.292;0.716;0.687;180.3;0.557;3.334;1.102;1.222;0;0;0
628;1.167;0.364;1.287;1.185;0.73;0.679;180.2;0.497;2.596;0.85;1.308;0;0;0
629;1.126;0.373;1.18;0.952;0.797;0.789;176.6;0.582;2.199;0.2;1;0;0;0
630;0.762;0.283;1.38;1.065;0.873;0.916;179.05;0.389;1.484;0;0;0;0;0
631;0.769;0.306;1.424;2.212;0.553;0.5;145.2;0.144;2.486;8.85;2.529;23.75;3.393;0
632;0.669;0.271;1.47;2.007;0.581;0.54;147.6;0.141;2.248;6.6;3.22;14.6;3.518;0
633;0.666;0.27;1.567;2.22;0.566;0.53;151.95;0.123;2.197;7.962;2.149;24.437;5.137;0
634;0.793;0.303;1.007;0.746;0.784;0.763;171.05;0.451;1.54;0.301;1.5;0;0;0
635;0.789;0.28;1.218;0.818;0.731;0.695;174.1;0.404;1.69;1.25;1.667;0;0;0
636;3.587;0.729;1.621;1.51;0.725;0.625;224.55;1.268;7.406;0.3;2;1.6;1.391;0
637;2.954;0.643;1.453;1.32;0.765;0.761;221.15;1.342;5.729;0.35;1.75;0.05;1;0
638;2.672;0.604;1.587;1.402;0.756;0.749;222.8;1.178;5.257;0.304;2;0;0;0
639;2.453;0.593;1.426;1.232;0.795;0.794;211.45;1.194;4.361;0.2;2;0;0;0
640;3.685;0.744;1.458;2.383;0.591;0.525;217.05;0.773;9.936;1.963;1.56;16.058;4.557;0
641;4.064;0.832;1.43;2.375;0.532;0.445;204.55;0.803;12.292;3.45;1.211;19.7;7.88;0
642;2.404;0.553;1.093;2.121;0.588;0.51;189.95;0.635;6.376;1.355;1.8;4.217;6;0
643;2.186;0.529;1.274;1.914;0.609;0.534;188.2;0.649;5.726;1.35;1.421;0.7;2;0
644;2.016;0.462;1.31;2.169;0.548;0.48;183.15;0.431;5.787;4.05;1.528;14.7;4.82;0
645;1.805;0.443;1.965;1.994;0.532;0.463;187.85;0.369;5.378;6.175;1.597;16.516;5.393;0
646;1.095;0.37;1.348;0.992;0.816;0.804;182.2;0.591;2.029;0.35;1.4;0;0;0
647;0.799;0.293;1.326;0.725;0.839;0.836;175.4;0.503;1.412;0;0;0;0;0
648;0.76;0.284;0.992;0.667;0.84;0.84;176.6;0.476;1.304;0.15;1.5;0;0;0
649;0.718;0.3;0.728;0.6;0.823;0.822;171.85;0.459;1.171;0.7;1.4;0;0;0
650;0.742;0.288;0.721;0.504;0.847;0.849;177.35;0.497;1.157;0.25;1.25;0;0;0
651;0.633;0.262;1.983;2.216;0.433;0.352;151.25;0.082;2.732;22.186;3.955;63.604;6.35;0
652;0.539;0.225;1.678;1.803;0.642;0.647;149.75;0.132;1.746;3.807;5.067;7.764;6.458;0
653;0.638;0.266;1.448;1.583;0.728;0.733;158.4;0.229;1.689;0.55;5.5;0;0;0
654;0.661;0.27;1.991;2.149;0.567;0.527;148;0.146;2.075;7.7;2.567;10.75;5.119;0
655;0.619;0.25;0.923;0.857;0.834;0.851;166.15;0.364;1.176;0;0;0;0;0
656;0.889;0.358;1.789;1.759;0.667;0.654;150;0.243;2.558;2.477;3.062;4.499;6.357;0
657;0.851;0.351;1.911;1.747;0.689;0.694;152.8;0.268;2.366;2.003;2.857;0.25;1;0
658;0.818;0.336;1.772;1.459;0.735;0.755;156.6;0.321;2.075;0.756;2.143;0;0;0
659;0.989;0.401;2.003;1.999;0.642;0.622;146.05;0.223;3.001;4.317;2.361;9.7;4.244;0
660;;;;;;;;;;;;;;
661;1.402;0.553;1.871;2.332;0.607;0.581;144.4;0.284;4.426;6.363;2.117;17.285;4.423;0
662;0.784;0.309;1.527;1.895;0.644;0.631;145.7;0.2;2.331;4.367;3.107;4.266;3.542;0
663;0.894;0.367;1.864;1.699;0.704;0.688;155.4;0.298;2.317;1.205;1.2;0.05;1;0
664;0.911;0.378;1.67;1.748;0.735;0.758;157.3;0.325;2.398;0.251;1.667;0;0;0
665;0.8;0.319;1.025;0.866;0.752;0.732;155.35;0.418;1.79;0.85;1.7;0;0;0
666;0.839;0.343;0.957;0.683;0.849;0.859;165.6;0.533;1.565;0;0;0;0;0
667;1.678;0.492;1.374;1.523;0.716;0.703;168.85;0.64;3.95;1.173;1.353;0;0;0
668;1.359;0.437;0.916;1.548;0.712;0.694;166.3;0.504;3.217;1.168;1.353;0;0;0
669;1.244;0.413;0.902;1.522;0.719;0.707;166.4;0.472;2.943;1.073;1.4;0.102;1;0
670;2.315;0.645;1.556;1.427;0.727;0.727;172.75;0.856;5.694;0.95;1.267;0;0;0
671;1.934;0.545;1.616;1.452;0.718;0.709;170.45;0.705;4.611;1.291;1.136;0;0;0
672;1.631;0.524;1.144;1.4;0.75;0.751;173.3;0.702;3.587;0.651;1.182;0;0;0
673;0.901;0.346;1.66;1.653;0.638;0.607;159.25;0.286;2.433;5.015;2.128;0.451;3;0
674;0.525;0.226;1.277;0.872;0.758;0.748;163.5;0.258;0.995;1.653;1.941;0;0;0
675;2.548;0.527;1.482;1.773;0.81;0.882;228.7;0.994;5.448;0.103;1;0;0;0
676;0.828;0.17;1.758;1.054;0.775;0.797;232.3;0.413;1.334;2.154;2.211;8.411;23.429;0
677;1.627;0.335;2.149;0.973;0.738;0.72;212.7;0.752;3.725;1;2.5;0;0;0
678;1.921;0.42;2.265;1.601;0.702;0.634;219.9;0.62;4.585;0.5;3.333;0.2;2;0
679;0.786;0.182;2.272;0.628;0.746;0.75;229.3;0.383;2.24;3.55;2.63;0;0;0
680;1.725;0.474;1.203;0.9;0.823;0.803;200.6;0.997;3.065;0;0;0;0;0
681;1.662;0.471;1.191;0.825;0.836;0.83;197.7;0.981;2.849;0;0;0;0;0
682;2.36;0.497;1.997;1.895;0.717;0.712;227;0.682;5.678;0.35;1.4;3.4;9.714;0
683;2.329;0.489;2.26;2.238;0.725;0.73;239.65;0.57;5.38;0.251;1.667;7.934;13.167;0
684;2.925;0.626;1.789;1.527;0.756;0.749;224.5;1.158;6.111;0.201;2;0;0;0
685;5.866;1.261;1.619;1.162;0.797;0.706;216.25;2.895;10.888;0;0;0;0;0
686;3.429;0.753;1.584;0.736;0.789;0.714;209.85;1.785;6.836;0.1;1;0.45;9;0
687;3.616;0.751;1.849;2.317;0.745;0.757;249.6;0.949;8.582;0.2;1.333;2.6;3.714;0
688;1.818;0.477;1.333;1.368;0.764;0.799;199.6;0.721;3.651;0;0;0;0;0
689;1.582;0.432;1.463;1.396;0.764;0.812;198.2;0.618;3.265;0;0;0.1;2;0
690;1.229;0.36;1.508;1.1;0.802;0.84;193.8;0.572;2.372;0;0;0;0;0
691;1.32;0.409;1.206;0.935;0.83;0.87;186.9;0.702;2.355;0;0;0;0;0
692;2.797;0.612;1.856;1.105;0.733;0.758;220.75;1.049;6.32;1.018;1.429;0.204;4;0
693;2.678;0.609;1.434;1.443;0.676;0.639;211.2;0.92;6.28;1.366;1.421;0.405;4;0
694;2.077;0.5;1.616;1.281;0.71;0.689;203.85;0.845;4.541;0.8;1.333;0;0;0
695;1.901;0.457;1.449;1.659;0.67;0.663;193;0.599;4.58;0.403;2;3.527;4.667;0
696;;;;;;;;;;;;;;
697;1.353;0.391;1.354;0.828;0.907;0.971;197.8;0.683;2.165;0;0;0;0;0
698;0.718;0.26;1.558;0.956;0.727;0.699;170.2;0.334;1.492;1.8;1.714;0;0;0
699;0.957;0.34;1.726;1.3;0.657;0.62;167.85;0.36;2.529;2.4;1.412;0;0;0
700;0.694;0.241;0.898;0.652;0.645;0.621;165.2;0.327;1.581;5.8;1.871;0;0;0
701;0.702;0.247;1.226;0.887;0.673;0.639;163.3;0.316;1.684;3.4;2.429;0;0;0
702;0.721;0.261;0.72;0.849;0.696;0.673;162.8;0.328;1.701;2.65;2.409;0;0;0
703;0.776;0.27;0.998;0.835;0.653;0.601;165.4;0.324;1.845;4.2;1.647;0.15;1.5;0
704;0.609;0.213;1.217;1.156;0.575;0.529;161.8;0.203;1.574;6.645;2.031;1.158;2.875;0
705;;;;;;;;;;;;;;
706;1.277;0.475;1.787;1.796;0.638;0.605;154.6;0.379;3.763;4.691;1.824;2.673;4.417;0
707;1.815;0.575;1.314;1.883;0.662;0.641;165.95;0.566;4.889;2.532;1.515;0.405;4;0
708;1.917;0.626;1.703;1.789;0.671;0.657;164.8;0.619;5.224;2.212;1.517;0;0;0
709;1.908;0.631;1.216;1.766;0.699;0.698;165.4;0.59;4.86;1.575;1.476;0.102;1;0
710;2.662;0.631;0.811;1.9;0.805;0.796;245.65;1.07;5.73;0;0;0.15;1.5;0
711;2.692;0.637;1.084;1.807;0.804;0.794;244.6;1.053;5.729;0;0;0;0;0
712;2.562;0.614;1.145;1.659;0.814;0.809;241;1.123;5.219;0;0;0;0;0
713;2.434;0.602;1.03;1.492;0.818;0.812;238.85;1.135;4.92;0;0;0;0;0
714;2.473;0.601;1.227;1.398;0.817;0.827;228.5;1.143;4.57;0;0;0;0;0
715;1.187;0.259;2.66;1.044;0.684;0.654;205.25;0.505;3.33;2.936;2;0;0;0
716;;;;;;;;;;;;;;
717;1.446;0.337;2.557;2.454;0.602;0.55;201.15;0.301;3.828;1.407;1.333;15.12;6.271;0
718;3.815;0.743;1.714;1.897;0.609;0.577;205.35;1.103;10.46;2.359;1.469;0.151;3;0
719;1.414;0.445;1.291;1.136;0.704;0.681;180.3;0.577;3.13;1.753;1.591;0;0;0
720;0.958;0.334;0.723;1.347;0.671;0.64;168.35;0.312;2.26;2.457;1.75;1.103;2.75;0
721;3.086;0.647;0.911;1.346;0.787;0.858;211.5;1.291;6.391;0;0;0;0;0
722;0.896;0.192;2.731;1.046;0.609;0.599;223.45;0.302;3.217;11.35;3.783;0;0;0
723;3.292;0.648;1.286;1.722;0.696;0.679;214.15;1.178;7.939;0.9;1.125;0;0;0
724;3.489;0.68;1.888;1.496;0.66;0.627;200.1;1.135;8.331;1.4;1.217;0;0;0
725;3.735;0.714;1.437;1.421;0.672;0.65;204.65;1.254;8.958;1.5;1.304;0;0;0
726;2.961;0.6;1.708;1.739;0.608;0.558;194.2;0.88;7.789;2.15;1.194;1.95;6.5;0
728;3.33;0.706;1.17;1.634;0.763;0.745;229.65;1.324;6.859;0.15;1;0;0;0
729;3.969;0.695;0.852;2.103;0.71;0.667;237.45;1.35;9.483;0.65;1.444;0;0;0
730;3.392;0.645;1.265;2.025;0.687;0.664;221.65;0.979;8.297;0.6;1.2;0.65;2.167;0
731;2.077;0.454;1.108;1.975;0.58;0.513;179.35;0.567;5.698;3.15;1.703;4.3;4.526;0
732;0.665;0.228;1.095;0.979;0.613;0.58;162.15;0.258;1.666;5.4;1.636;0;0;0
733;0.714;0.246;1.119;1.144;0.613;0.575;163.8;0.26;1.918;5.35;2.019;0.15;1.5;0
734;;;;;;;;;;;;;;
735;1.492;0.412;1.463;1.987;0.6;0.574;144.85;0.308;4.628;3.45;2.226;16.45;6.327;0
736;0.501;0.146;1.186;;;;140.55;0;1.837;16.844;3.293;154.129;26.634;0.346
737;0.868;0.274;1.908;2.29;0.654;0.653;156.1;0.205;2.446;1.45;3.222;6.45;4.778;0
738;0.87;0.281;1.867;1.66;0.725;0.731;162.1;0.27;2.185;0.1;1;0;0;0
739;1.105;0.36;1.049;0.86;0.767;0.744;177.45;0.612;2.329;0.4;1.333;0;0;0
740;2.781;0.702;1.473;2.294;0.562;0.514;142.3;0.514;8.654;5.95;3.216;20.25;6.983;0
741;1.553;0.414;1.899;1.644;0.666;0.619;175.7;0.494;4.036;0.3;1.2;0.4;4;0
742;0.095;0.035;4.334;2.355;0.809;0.905;185.55;0.014;0.341;10.6;17.667;41.35;15.315;0
743;0.908;0.315;1.467;1.589;0.764;0.798;173.45;0.297;2.086;0.05;1;0.6;4;0
744;0.82;0.247;2.004;4.019;0.519;0.496;142.5;0.053;3.055;14.6;4;103.05;12.124;0
746;0.994;0.317;0.968;0.767;0.785;0.764;177.4;0.578;1.96;0.55;1.1;0;0;0
747;1.296;0.398;1.036;1.003;0.728;0.701;174.55;0.593;3.038;0.35;1.4;0.1;2;0
748;0.876;0.297;1.825;2.392;0.633;0.618;160.45;0.155;2.552;1.3;1.368;22.35;7.707;0
749;0.854;0.241;2.115;6.24;0.459;0.427;135.6;0.006;3.232;38.8;6.016;161.5;22.123;0
750;0.802;0.282;1.616;2.278;0.664;0.687;166.9;0.124;2.207;0.467;2.25;33.355;10.898;0
751;0.681;0.234;1.266;0.92;0.736;0.71;169.05;0.334;1.479;1.15;1.353;0;0;0
752;;;;;;;;;;;;;;
753;1.255;0.364;1.62;1.261;0.717;0.672;171.85;0.504;2.881;0.3;1.2;0;0;0
754;0.384;0.14;2.319;3.396;0.781;0.871;187.75;0.021;1.145;0.4;4;70.2;12.209;0
755;0.891;0.293;1.781;2.002;0.64;0.622;167.6;0.191;2.438;0.35;3.5;13.7;3.806;0
756;0.225;0.081;4.091;2.86;0.736;0.804;183.4;0.019;0.826;10.5;9.545;58.35;6.483;0.004
757;0.818;0.272;1.721;1.496;0.804;0.859;178.3;0.315;1.741;0;0;0;0;0
758;0.072;0.026;5.651;3.848;0.761;0.891;185.65;0;0.3;32.8;19.879;138.25;70.897;0.112
759;2.652;0.678;1.456;2.274;0.572;0.525;142.55;0.517;8.284;5.1;2.757;19.6;6.031;0
760;1.531;0.403;1.654;2.085;0.602;0.568;146.45;0.35;4.402;4.35;2.175;9.75;4.643;0
761;0.981;0.327;1.266;0.864;0.806;0.796;174.7;0.544;1.834;0.1;1;0;0;0
762;0.929;0.317;0.614;0.828;0.76;0.734;179.15;0.502;1.908;0.75;1.5;0;0;0
763;0.646;0.214;0.568;0.888;0.803;0.783;176.55;0.362;1.191;0;0;0;0;0
764;0.551;0.189;2.052;1.626;0.653;0.621;158.9;0.173;1.53;2.75;1.447;0.9;2;0
766;1.177;0.402;1.789;2.255;0.592;0.561;159.85;0.215;3.499;2.55;2.04;22.45;5.612;0
767;0.681;0.229;2.032;1.155;0.749;0.742;165.2;0.302;1.548;0.5;1.111;0;0;0
768;1.024;0.336;0.859;0.817;0.817;0.806;178.25;0.588;1.858;0.05;1;0;0;0
769;1.181;0.383;1.036;0.676;0.764;0.736;175.05;0.684;2.442;0.85;1.308;0;0;0
770;0.587;0.2;1.243;1.151;0.656;0.615;162;0.187;1.49;3.25;1.444;4.3;4.778;0
771;3.173;0.801;1.497;2.245;0.565;0.526;141;0.628;9.452;5.8;2.829;21.15;7.833;0
772;0.993;0.315;1.353;1.032;0.597;0.541;167.7;0.391;2.843;5.4;1.403;0;0;0
773;;;;;;;;;;;;;;
774;;;;;;;;;;;;;;
776;;;;;;;;;;;;;;
777;3.16;0.721;1.265;1.938;0.57;0.51;174.55;0.69;9.487;3;1.875;12.45;4.882;0
778;;;;;;;;;;;;;;
779;;;;;;;;;;;;;;
780;;;;;;;;;;;;;;
782;1.031;0.341;1.899;2.608;0.568;0.545;157.65;0.118;3.213;2.75;2.115;54.75;8.051;0
783;1.507;0.365;1.508;2.601;0.51;0.437;170.95;0.167;5.12;4;2.051;52.45;6.171;0
784;0.598;0.221;0.201;0.998;0.717;0.673;172.95;0.264;1.271;1.25;1.471;5.3;7.571;0
785;;;;;;;;;;;;;;
786;0.526;0.177;2.149;1.634;0.793;0.873;177.35;0.177;1.332;0;0;0;0;0
787;0.395;0.134;1.637;1.644;0.789;0.836;183.95;0.131;0.992;0;0;1.277;3.125;0
788;0.62;0.207;0.976;1.39;0.738;0.75;168.05;0.227;1.415;0.152;1.5;0;0;0
789;;;;;;;;;;;;;;
790;;;;;;;;;;;;;;
791;;;;;;;;;;;;;;
792;1.469;0.38;1.389;2.53;0.541;0.487;140.6;0.184;4.604;7.2;2.571;49.05;5.982;0
793;;;;;;;;;;;;;;
795;1.197;0.437;0.75;0.96;0.865;0.897;186;0.613;2.276;0;0;0;0;0
796;0.997;0.326;1.668;0.938;0.859;0.861;179.3;0.538;1.737;0;0;0;0;0
797;5.893;1.217;1.079;4.224;0.604;0.605;261.35;0.698;21.839;14.5;2.437;99.8;28.113;0
798;3.63;0.728;0.981;1.753;0.709;0.637;243.55;0.911;8.577;0.25;1.667;8.3;1.612;0
799;2.024;0.443;1.27;2.112;0.698;0.737;239.5;0.471;5.414;0.95;1.357;9.05;8.227;0
800;;;;;;;;;;;;;;
801;3.305;0.852;1.074;3.444;0.715;0.79;258.05;0.609;10.059;0.65;1.857;25.85;15.667;0
802;2.531;0.64;1.475;2.929;0.726;0.793;256.3;0.585;7.42;0.2;1.333;5.55;7.929;0
803;2.413;0.618;1.327;2.296;0.765;0.823;249.9;0.796;6.227;0.05;1;0;0;0
804;0.262;0.068;3.743;1.266;0.427;0.408;232;0.043;1.088;25.8;4.914;60.2;10.561;0
805;2.009;0.512;1.604;2.112;0.627;0.453;240.2;0.465;5.369;0.55;1.375;6.9;1.643;0
806;3.007;0.692;1.07;1.57;0.712;0.611;239.8;0.839;7.009;0.1;1;3.55;1.315;0
807;2.454;0.605;1.574;2.115;0.729;0.795;238.3;0.714;6.436;0.15;1;0.8;2.667;0
808;3.417;0.76;1.281;2.28;0.728;0.751;240.4;0.931;8.97;0.6;2.4;3;3;0
809;3.659;0.698;0.967;1.208;0.825;0.808;224.35;1.846;6.62;0.05;1;0;0;0
810;3.661;0.671;1.215;1.177;0.764;0.751;208.65;1.727;7.328;0.25;1;0;0;0
811;5.972;1.293;1.132;1.225;0.754;0.729;199.95;2.55;11.487;0.1;1;0;0;0
812;3.058;0.816;1.376;3.3;0.666;0.673;260.4;0.596;9.762;4.2;2.897;20.65;7.942;0
813;3.751;1.101;0.845;5.915;0.638;0.669;271.95;0.226;12.458;13.952;2.683;139.169;69.575;0
814;3.768;1.051;0.65;6.503;0.611;0.664;287.95;0.081;14.233;49.95;6.572;158.15;98.844;0
815;2.444;0.733;1.227;2.574;0.714;0.795;255;0.666;7.759;0.65;1.3;0.35;7;0
816;2.731;0.762;1.011;3.912;0.706;0.749;264.3;0.525;8.176;0.75;1.5;25.05;3.63;0
817;0.307;0.101;0.277;2.245;0.858;0.933;254.65;0.143;0.585;0.85;1.214;0;0;0
818;1.582;0.507;1.583;1.597;0.748;0.828;236.2;0.52;4.432;0.35;7;0;0;0
819;2.384;0.708;1.277;3.189;0.651;0.641;252.8;0.48;7.982;4.8;1.811;9.15;12.2;0
820;1.048;0.303;1.546;3.175;0.643;0.655;263.4;0.216;3.845;14.35;4.042;11.65;10.13;0
821;2.346;0.686;1.361;1.868;0.653;0.483;249.7;0.336;6.136;0.05;1;39.05;1.957;0
822;1.706;0.608;2.17;2.137;0.669;0.694;185.3;0.449;4.738;1.25;2.083;5.8;9.667;0
823;1.457;0.518;0.794;1.667;0.707;0.759;196;0.448;3.73;0.7;2.8;0.2;1.333;0
824;1.557;0.554;0.945;1.958;0.694;0.738;188.95;0.453;4.086;1;2.5;0;0;0
825;1.326;0.518;1.811;1.852;0.67;0.699;193.1;0.362;3.657;1.75;2.188;4.65;10.333;0
826;0.79;0.367;1.709;2.475;0.577;0.57;167.55;0.126;2.471;7.25;3.295;40.45;7.422;0
827;0.922;0.392;2.011;2.033;0.671;0.689;181.7;0.238;2.531;2.75;2.895;5.45;7.267;0
828;0.364;0.18;2.036;1.633;0.622;0.589;179;0.104;0.99;4.6;2.629;0.45;1.5;0
829;0.656;0.303;1.742;2.1;0.651;0.663;178.15;0.155;1.883;3.45;3.833;10.45;11;0
830;;;;;;;;;;;;;;
831;1.14;0.422;1.806;2.923;0.427;0.359;170.5;0.133;4.57;21.65;2.723;78.45;8.717;0
832;;;;;;;;;;;;;;
833;1.112;0.417;1.504;2.817;0.453;0.389;172.55;0.134;4.262;17.3;2.621;66.2;8.487;0
834;1.294;0.476;2.297;2.764;0.459;0.409;185.45;0.129;4.399;10.95;2.461;76.5;10;0
835;1.04;0.399;2.024;2.775;0.48;0.423;177.05;0.135;3.651;11.8;2.458;55.8;8.585;0
836;0.918;0.369;2.029;2.714;0.5;0.452;176.75;0.121;3.046;9.1;2.364;52.15;7.784;0
837;0.374;0.189;1.823;2.371;0.487;0.443;174.6;0.071;1.316;17.65;4.584;20.3;7.519;0
838;0.157;0.078;2.577;1.305;0.44;0.413;182.9;0.027;0.65;22.9;7.763;37.5;8.721;0
839;;;;;;;;;;;;;;
840;0.605;0.277;2.065;2.281;0.616;0.599;177.55;0.127;1.796;3.7;3.083;15.7;5.925;0
841;0.618;0.259;1.837;2.701;0.49;0.438;173;0.105;2.026;13.95;2.968;37;7.115;0
842;0.482;0.218;2.167;2.586;0.411;0.352;173.3;0.033;1.525;14.3;2.979;51.8;14.192;0
843;0.541;0.231;1.978;2.591;0.486;0.42;172.6;0.057;1.761;10.9;2.506;59.9;6.305;0
844;0.586;0.269;1.848;2.324;0.618;0.593;177.85;0.112;1.716;3.2;3.368;20.75;4.511;0
845;0.389;0.167;3.235;2.1;0.298;0.244;174.8;0.025;1.832;61.75;8.019;236.55;41.5;0
846;0.575;0.248;1.456;3.146;0.447;0.391;167.9;0.057;2.048;19.5;2.91;77.05;17.511;0
847;0.422;0.19;0.878;2.576;0.512;0.47;176.05;0.049;1.409;11.2;2.872;59.55;8.568;0
848;0.541;0.25;2.063;2.328;0.621;0.61;178.1;0.102;1.563;3.5;4.375;22;4.314;0
849;;;;;;;;;;;;;;
850;0.209;0.1;4.234;2.235;0.46;0.437;175.6;0.019;0.99;38.7;8.062;138.65;12.72;0
851;0.415;0.202;2.726;2.244;0.589;0.575;166.5;0.061;1.283;7.15;3.575;36.8;5.935;0
852;;;;;;;;;;;;;;
853;0.402;0.195;2.723;2.076;0.573;0.55;170.25;0.07;1.249;8.1;3.522;27.65;4.647;0
854;0.322;0.164;4.526;2.459;0.536;0.49;168.8;0.034;0.997;10.1;4.122;56.55;8.316;0
855;;;;;;;;;;;;;;
856;0.325;0.162;3.437;1.009;0.647;0.619;185.8;0.108;1.081;5.65;6.278;0;0;0
857;0.247;0.127;3.972;1.216;0.654;0.625;180.65;0.083;0.82;6.5;6.19;0;0;0
858;0.168;0.091;5.211;3.442;0.503;0.458;165.3;0.01;0.581;16.5;5.323;99.85;13.678;0
859;0.134;0.073;4.548;2.593;0.541;0.514;189.25;0.013;0.508;16.7;7.106;52.35;11.898;0
860;0.912;0.393;1.114;2.121;0.59;0.571;174.75;0.174;2.784;5.45;2.422;21.05;6.578;0
861;0.772;0.331;1.784;1.986;0.596;0.581;172.2;0.155;2.444;5.85;2.721;18.15;6.6;0
862;0.672;0.289;1.393;1.124;0.71;0.691;180.95;0.284;1.981;2.4;3.2;0;0;0
863;0.438;0.208;1.648;2.167;0.601;0.605;163.4;0.068;1.395;6.65;3.8;32.65;8.707;0
864;0.455;0.211;1.24;1.387;0.678;0.68;173.1;0.148;1.306;4.15;3.609;0.2;2;0
865;0.4;0.188;0.848;1.629;0.666;0.618;173.9;0.121;1.078;3.95;4.938;4.3;4.778;0
866;0.406;0.179;0.635;1.267;0.654;0.636;187.45;0.094;1.032;2.05;4.1;14.1;6.13;0
867;0.306;0.139;1.545;1.072;0.765;0.766;185.8;0.119;0.652;1.55;4.429;0;0;0
868;0.346;0.17;3.227;0.79;0.526;0.508;176.7;0.046;1.21;14.5;5.686;57.3;13.807;0
869;0.3;0.144;0.627;1.28;0.697;0.684;181.7;0.11;0.725;2.85;3.562;0.7;1.556;0
870;0.307;0.151;1.372;1.339;0.707;0.689;176.05;0.113;0.739;2.85;4.071;0;0;0
871;0.53;0.235;0.786;1.919;0.657;0.653;170.85;0.136;1.458;2.65;3.118;5.9;5.619;0
872;0.261;0.117;-0.02;3.329;0.481;0.496;187.7;0.022;1.279;45.4;8.035;142.2;23.122;0
873;0.466;0.216;1.668;2.037;0.634;0.629;169.85;0.106;1.305;3.95;3.591;11.35;5.044;0
874;0.365;0.173;0.963;1.903;0.704;0.734;181.45;0.103;1.119;1.7;4.857;3.75;7.5;0
875;0.455;0.21;1.579;3.212;0.55;0.517;167.6;0.072;1.48;13.45;4.638;43.6;8.385;0
876;0.408;0.197;1.565;2.692;0.536;0.519;164.05;0.026;1.353;11.65;2.949;59.3;8.851;0
877;0.41;0.195;0.783;2.624;0.573;0.556;166.65;0.074;1.33;10.15;4.511;25.55;6.905;0
878;0.313;0.158;2.513;2.385;0.581;0.574;166.65;0.055;1.009;9.4;4.7;33.55;7.713;0
879;0.179;0.097;3.783;2.14;0.587;0.577;166.3;0.017;0.554;7.75;4.079;50.1;10.891;0
880;0.301;0.15;2.073;1.824;0.679;0.712;173.8;0.087;0.913;3.8;3.619;3.4;9.714;0
881;0.241;0.124;1.868;1.545;0.681;0.667;172.35;0.07;0.714;2.4;5.333;0;0;0
882;0.229;0.119;1.746;2.201;0.561;0.531;193.7;0.044;0.544;9.5;3.22;19.15;15.958;0
