YYYY;MM;DD;hh;mm
1996;2;29;12;0
1996;2;29;13;0
1996;2;29;14;0
1996;2;29;15;0
1996;2;29;16;0
1996;2;29;17;0
1996;2;29;18;0
1996;2;29;19;0
1996;2;29;20;0
1996;2;29;21;0
1996;2;29;22;0
1996;2;29;23;0
1996;3;1;0;0
1996;3;1;1;0
1996;3;1;2;0
1996;3;1;3;0
1996;3;1;4;0
1996;3;1;5;0
1996;3;1;6;0
1996;3;1;7;0
1996;3;1;8;0
1996;3;1;9;0
1996;3;1;10;0
1996;3;1;11;0
1996;3;1;12;0
1996;3;1;13;0
1996;3;1;14;0
1996;3;1;15;0
1996;3;1;16;0
1996;3;1;17;0
1996;3;1;18;0
1996;3;1;19;0
1996;3;1;20;0
1996;3;1;21;0
1996;3;1;22;0
1996;3;1;23;0
1996;3;2;0;0
1996;3;2;1;0
1996;3;2;2;0
1996;3;2;3;0
1996;3;2;4;0
1996;3;2;5;0
1996;3;2;6;0
1996;3;2;7;0
1996;3;2;8;0
1996;3;2;9;0
1996;3;2;10;0
1996;3;2;11;0
1996;3;2;12;0
1996;3;2;13;0
1996;3;2;14;0
1996;3;2;15;0
1996;3;2;16;0
1996;3;2;17;0
1996;3;2;18;0
1996;3;2;19;0
1996;3;2;20;0
1996;3;2;21;0
1996;3;2;22;0
1996;3;2;23;0
1996;3;3;0;0
1996;3;3;1;0
1996;3;3;2;0
1996;3;3;3;0
1996;3;3;4;0
1996;3;3;5;0
1996;3;3;6;0
1996;3;3;7;0
1996;3;3;8;0
1996;3;3;9;0
1996;3;3;10;0
1996;3;3;11;0
1996;3;3;12;0
1996;3;3;13;0
1996;3;3;14;0
1996;3;3;15;0
1996;3;3;16;0
1996;3;3;17;0
1996;3;3;18;0
1996;3;3;19;0
1996;3;3;20;0
1996;3;3;21;0
1996;3;3;22;0
1996;3;3;23;0
1996;3;4;0;0
1996;3;4;1;0
1996;3;4;2;0
1996;3;4;3;0
1996;3;4;4;0
1996;3;4;5;0
1996;3;4;6;0
1996;3;4;7;0
1996;3;4;8;0
1996;3;4;9;0
1996;3;4;10;0
1996;3;4;11;0
1996;3;4;12;0
1996;3;4;13;0
1996;3;4;14;0
1996;3;4;15;0
1996;3;4;16;0
1996;3;4;17;0
1996;3;4;18;0
1996;3;4;19;0
1996;3;4;20;0
1996;3;4;21;0
1996;3;4;22;0
1996;3;4;23;0
1996;3;5;0;0
1996;3;5;1;0
1996;3;5;2;0
1996;3;5;3;0
1996;3;5;4;0
1996;3;5;5;0
1996;3;5;6;0
1996;3;5;7;0
1996;3;5;8;0
1996;3;5;9;0
1996;3;5;10;0
1996;3;5;11;0
1996;3;5;12;0
1996;3;5;13;0
1996;3;5;14;0
1996;3;5;15;0
1996;3;5;16;0
1996;3;5;17;0
1996;3;5;18;0
1996;3;5;19;0
1996;3;5;20;0
1996;3;5;21;0
2017;1;25;23;0
2017;1;26;0;0
2017;1;26;1;0
2017;1;26;2;0
2017;1;26;3;0
2017;1;26;4;0
2017;1;26;5;0
2017;1;26;6;0
2017;1;26;7;0
2017;1;26;8;0
2017;1;26;9;0
2017;1;26;10;0
2017;1;26;11;0
2017;1;26;12;0
2017;1;26;13;0
2017;1;26;14;0
2017;1;26;15;0
2017;1;26;16;0
2017;1;26;17;0
2017;1;26;18;0
2017;1;26;19;0
2017;1;26;20;0
2017;1;26;21;0
