YYYY;MM;DD;hh;mm
1996;2;24;11;0
1996;2;24;12;0
1996;2;24;13;0
1996;2;24;14;0
1996;2;24;15;0
1996;2;24;16;0
1996;2;24;17;0
1996;2;24;18;0
1996;2;24;19;0
1996;2;24;20;0
1996;2;24;21;0
1996;2;24;22;0
1996;2;24;23;0
1996;2;25;0;0
1996;2;25;1;0
1996;2;25;2;0
1996;2;25;3;0
1996;2;25;4;0
1996;2;25;5;0
1996;2;25;6;0
1996;2;25;7;0
1996;2;25;8;0
1996;2;25;9;0
1996;2;25;10;0
1996;2;25;11;0
1996;2;25;12;0
1996;2;25;13;0
1996;2;25;14;0
1996;2;25;15;0
1996;2;25;16;0
1996;2;25;17;0
1996;2;25;18;0
1996;2;25;19;0
1996;2;25;20;0
1996;2;25;21;0
1996;2;25;22;0
1996;2;25;23;0
1996;2;26;0;0
1996;2;26;1;0
1996;2;26;2;0
1996;2;26;3;0
1996;2;26;4;0
1996;2;26;5;0
1996;2;26;6;0
1996;2;26;7;0
1996;2;26;8;0
1996;2;26;9;0
1996;2;26;10;0
1996;2;26;11;0
1996;2;26;12;0
1996;2;26;13;0
1996;2;26;14;0
1996;2;26;15;0
1996;2;26;16;0
1996;2;26;17;0
1996;2;26;18;0
1996;2;26;19;0
1996;2;26;20;0
1996;2;26;21;0
1996;2;26;22;0
1996;2;26;23;0
1996;2;27;0;0
1996;2;27;1;0
1996;2;27;2;0
1996;2;27;3;0
1996;2;27;4;0
1996;2;27;5;0
1996;2;27;6;0
1996;2;27;7;0
1996;2;27;8;0
1996;2;27;9;0
1996;2;27;10;0
1996;2;27;11;0
1996;2;27;12;0
1996;2;27;13;0
1996;2;27;14;0
1996;2;27;15;0
1996;2;27;16;0
1996;2;27;17;0
1996;2;27;18;0
1996;2;27;19;0
1996;2;27;20;0
1996;2;27;21;0
1996;2;27;22;0
1996;2;27;23;0
1996;2;28;0;0
1996;2;28;1;0
1996;2;28;2;0
1996;2;28;3;0
1996;2;28;4;0
1996;2;28;5;0
1996;2;28;6;0
1996;2;28;7;0
1996;2;28;8;0
1996;2;28;9;0
1996;2;28;10;0
1996;2;28;11;0
1996;2;28;12;0
1996;2;28;13;0
1996;2;28;14;0
1996;2;28;15;0
1996;2;28;16;0
1996;2;28;17;0
1996;2;28;18;0
1996;2;28;19;0
1996;2;28;20;0
1996;2;28;21;0
1996;2;28;22;0
1996;2;28;23;0
1996;2;29;0;0
1996;2;29;1;0
1996;2;29;2;0
1996;2;29;3;0
1996;2;29;4;0
1996;2;29;5;0
1996;2;29;6;0
1996;2;29;7;0
1996;2;29;8;0
1996;2;29;9;0
1996;2;29;10;0
1996;2;29;11;0
