YYYY;MM;DD;hh;mm
1996;12;26;5;0
1996;12;26;6;0
1996;12;26;7;0
1996;12;26;8;0
1996;12;26;9;0
1996;12;26;10;0
1996;12;26;11;0
1996;12;26;12;0
1996;12;26;13;0
1996;12;26;14;0
1996;12;26;15;0
1996;12;26;16;0
1996;12;26;17;0
1996;12;26;18;0
1996;12;26;19;0
1996;12;26;20;0
1996;12;26;21;0
1996;12;26;22;0
1996;12;26;23;0
1996;12;27;0;0
1996;12;27;1;0
1996;12;27;2;0
1996;12;27;3;0
1996;12;27;4;0
1996;12;27;5;0
1996;12;27;6;0
1996;12;27;7;0
1996;12;27;8;0
1996;12;27;9;0
1996;12;27;10;0
1996;12;27;11;0
1996;12;27;12;0
1996;12;27;13;0
1996;12;27;14;0
1996;12;27;15;0
1996;12;27;16;0
1996;12;27;17;0
1996;12;27;18;0
1996;12;27;19;0
1996;12;27;20;0
1996;12;27;21;0
1996;12;27;22;0
1996;12;27;23;0
1996;12;28;0;0
1996;12;28;1;0
1996;12;28;2;0
1996;12;28;3;0
1996;12;28;4;0
1996;12;28;5;0
1996;12;28;6;0
1996;12;28;7;0
1996;12;28;8;0
1996;12;28;9;0
1996;12;28;10;0
1996;12;28;11;0
1996;12;28;12;0
1996;12;28;13;0
1996;12;28;14;0
1996;12;28;15;0
1996;12;28;16;0
1996;12;28;17;0
1996;12;28;18;0
1996;12;28;19;0
1996;12;28;20;0
1996;12;28;21;0
1996;12;28;22;0
1996;12;28;23;0
1996;12;29;0;0
1996;12;29;1;0
1996;12;29;2;0
1996;12;29;3;0
1996;12;29;4;0
1996;12;29;5;0
1996;12;29;6;0
1996;12;29;7;0
1996;12;29;8;0
1996;12;29;9;0
1996;12;29;10;0
1996;12;29;11;0
1996;12;29;12;0
1996;12;29;13;0
1996;12;29;14;0
1996;12;29;15;0
1996;12;29;16;0
1996;12;29;17;0
1996;12;29;18;0
1996;12;29;19;0
1996;12;29;20;0
1996;12;29;21;0
1996;12;29;22;0
1996;12;29;23;0
1996;12;30;0;0
1996;12;30;1;0
1996;12;30;2;0
1996;12;30;3;0
1996;12;30;4;0
1996;12;30;5;0
1996;12;30;6;0
1996;12;30;7;0
1996;12;30;8;0
1996;12;30;9;0
1996;12;30;10;0
1996;12;30;11;0
1996;12;30;12;0
1996;12;30;13;0
1996;12;30;14;0
1996;12;30;15;0
1996;12;30;16;0
1996;12;30;17;0
1996;12;30;18;0
1996;12;30;19;0
1996;12;30;20;0
1996;12;30;21;0
1996;12;30;22;0
1996;12;30;23;0
1996;12;31;0;0
1996;12;31;1;0
1996;12;31;2;0
1996;12;31;3;0
1996;12;31;4;0
1996;12;31;5;0
1996;12;31;6;0
1996;12;31;7;0
1996;12;31;8;0
1996;12;31;9;0
1996;12;31;10;0
1996;12;31;11;0
1996;12;31;12;0
1996;12;31;13;0
1996;12;31;14;0
1996;12;31;15;0
1996;12;31;16;0
1996;12;31;17;0
1996;12;31;18;0
1996;12;31;19;0
1996;12;31;20;0
1996;12;31;21;0
1996;12;31;22;0
1996;12;31;23;0
1997;1;1;0;0
1997;1;1;1;0
1997;1;1;2;0
1997;1;1;3;0
1997;1;1;4;0
1997;1;1;5;0
1997;1;1;6;0
1997;1;1;7;0
1997;1;1;8;0
1997;1;1;9;0
1997;1;1;10;0
1997;1;1;11;0
1997;1;1;12;0
1997;1;1;13;0
1997;1;1;14;0
1997;1;1;15;0
1997;1;1;16;0
1997;1;1;17;0
1997;1;1;18;0
1997;1;1;19;0
1997;1;1;20;0
1997;1;1;21;0
1997;1;1;22;0
1997;1;1;23;0
1997;1;2;0;0
1997;1;2;1;0
1997;1;2;2;0
1997;1;2;3;0
1997;1;2;4;0
1997;1;2;5;0
1997;1;2;6;0
1997;1;2;7;0
1997;1;2;8;0
1997;1;2;9;0
1997;1;2;10;0
1997;1;2;11;0
1997;1;2;12;0
1997;1;2;13;0
1997;1;2;14;0
1997;1;2;15;0
1997;1;2;16;0
1997;1;2;17;0
1997;1;2;18;0
1997;1;2;19;0
1997;1;2;20;0
1997;1;2;21;0
1997;1;2;22;0
1997;1;2;23;0
1997;1;3;0;0
1997;1;3;1;0
1997;1;3;2;0
1997;1;3;3;0
1997;1;3;4;0
1997;1;3;5;0
1997;1;3;6;0
1997;1;3;7;0
1997;1;3;8;0
1997;1;3;9;0
1997;1;3;10;0
1997;1;3;11;0
1997;1;3;12;0
1997;1;3;13;0
1997;1;3;14;0
1997;1;3;15;0
1997;1;3;16;0
1997;1;3;17;0
1997;1;3;18;0
1997;1;3;19;0
1997;1;3;20;0
1997;1;3;21;0
1997;1;3;22;0
1997;1;3;23;0
1997;1;4;0;0
1997;1;4;1;0
1997;1;4;2;0
1997;1;4;3;0
1997;1;4;4;0
1997;1;4;5;0
1997;1;4;6;0
1997;1;4;7;0
1997;1;4;8;0
1997;1;4;9;0
1997;1;4;10;0
1997;1;4;11;0
1997;1;4;12;0
1997;1;4;13;0
1997;1;4;14;0
1997;1;4;15;0
1997;1;4;16;0
1997;1;4;17;0
1997;1;4;18;0
1997;1;4;19;0
1997;1;4;20;0
1997;1;4;21;0
2015;10;16;11;0
2015;10;16;12;0
2015;10;16;13;0
2015;10;16;14;0
2015;10;16;15;0
2015;10;16;16;0
2015;10;16;17;0
2015;10;16;18;0
2015;10;16;19;0
2015;10;16;20;0
2015;10;16;21;0
2015;10;16;22;0
2015;10;16;23;0
2015;10;17;0;0
2015;10;17;1;0
2015;10;17;2;0
2015;10;17;3;0
2015;10;17;4;0
2015;10;17;5;0
2015;10;17;6;0
2015;10;17;7;0
2015;10;17;8;0
2015;10;17;9;0
2015;10;17;10;0
2015;10;17;11;0
2015;10;17;12;0
2015;10;17;13;0
2015;10;17;14;0
2015;10;17;15;0
2015;10;17;16;0
2015;10;17;17;0
2015;10;17;18;0
2015;10;17;19;0
2015;10;17;20;0
2015;10;17;21;0
2015;10;17;22;0
2015;10;17;23;0
2015;10;18;0;0
2015;10;18;1;0
2015;10;18;2;0
2015;10;18;3;0
2015;10;18;4;0
2015;10;18;5;0
2015;10;18;6;0
2015;10;18;7;0
2015;10;18;8;0
2015;10;18;9;0
2015;10;18;10;0
2015;10;18;11;0
2015;10;18;12;0
2015;10;18;13;0
2015;10;18;14;0
2015;10;18;15;0
2015;10;18;16;0
2015;10;18;17;0
2015;10;18;18;0
2015;10;18;19;0
2015;10;18;20;0
2015;10;18;21;0
2015;10;18;22;0
2015;10;18;23;0
2015;10;19;0;0
2015;10;19;1;0
2015;10;19;2;0
2015;10;19;3;0
2015;10;19;4;0
2015;10;19;5;0
2015;10;19;6;0
2015;10;19;7;0
2015;10;19;8;0
2015;10;19;9;0
2015;10;19;10;0
2015;10;19;11;0
2015;10;19;12;0
2015;10;19;13;0
2015;10;19;14;0
2015;10;19;15;0
2015;10;19;16;0
2015;10;19;17;0
2015;10;19;18;0
2015;10;19;19;0
2015;10;19;20;0
2015;10;19;21;0
2015;10;19;22;0
2015;10;19;23;0
2015;10;20;0;0
2015;10;20;1;0
2015;10;20;2;0
2015;10;20;3;0
2015;10;20;4;0
2015;10;20;5;0
2015;10;20;6;0
2015;10;20;7;0
2015;10;20;8;0
2015;10;20;9;0
2015;10;20;10;0
2015;10;20;11;0
2015;10;20;12;0
2015;10;20;13;0
2015;10;20;14;0
2015;10;20;15;0
2015;10;20;16;0
2015;10;20;17;0
2015;10;20;18;0
2015;10;20;19;0
2015;10;20;20;0
2015;10;20;21;0
2015;10;20;22;0
2015;10;20;23;0
2015;10;21;0;0
2015;10;21;1;0
2015;10;21;2;0
2015;12;15;20;0
2015;12;15;21;0
2015;12;15;22;0
2015;12;15;23;0
2015;12;16;0;0
2015;12;16;1;0
2015;12;16;2;0
2015;12;16;3;0
2015;12;16;4;0
2015;12;16;5;0
2015;12;16;6;0
2015;12;16;7;0
2015;12;16;8;0
2015;12;16;9;0
2015;12;16;10;0
2015;12;16;11;0
2015;12;16;12;0
2015;12;16;13;0
2015;12;16;14;0
2015;12;16;15;0
2015;12;16;16;0
2015;12;16;17;0
2015;12;16;18;0
2015;12;16;19;0
2015;12;16;20;0
2015;12;16;21;0
2016;6;8;10;0
2016;6;8;11;0
2016;6;8;12;0
2016;6;8;13;0
2016;6;8;14;0
2016;6;8;15;0
2016;6;8;16;0
2016;6;8;17;0
2016;6;8;18;0
2016;6;8;19;0
2016;6;8;20;0
2016;6;8;21;0
