YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;0.53;0.53;4;4;0.42;0.42;0.05;0.05;199.61;199.61;491.33;491.33;0;0;0.82;0.82;-999
1981;1;2;0.97;0.97;1.9;1.9;0.18;0.18;0.02;0.02;199.64;199.64;491.17;491.17;0;0;1.64;1.64;-999
1981;1;3;5.15;5.15;5.6;5.6;0.62;0.62;0.05;0.05;203.1;203.1;491;491;0;0;2.03;2.03;-999
1981;1;4;0.17;0.17;4;4;0.42;0.42;0.05;0.05;202.43;202.43;490.83;490.83;0;0;2.07;2.07;-999
1981;1;5;1.5;1.5;-0.4;-0.4;0;0;0;0;202.62;202.62;490.66;490.66;0.34;0.34;2.07;2.07;-999
1981;1;6;0.89;0.89;-1.8;-1.8;0;0;0;0;201.88;201.88;490.49;490.49;1.22;1.22;2.07;2.07;-999
1981;1;7;0.52;0.52;-5.2;-5.2;0;0;0;0;201.88;201.88;489.31;489.31;1.74;1.74;2.07;2.07;-999
1981;1;8;0.07;0.07;-7.7;-7.7;0;0;0;0;201.88;201.88;488.14;488.14;1.81;1.81;2.06;2.06;-999
1981;1;9;0;0;-8.3;-8.3;0;0;0;0;201.88;201.88;486.97;486.97;1.81;1.81;2.06;2.06;-999
1981;1;10;0;0;-5.8;-5.8;0;0;0;0;201.88;201.88;485.81;485.81;1.81;1.81;2.05;2.05;-999
1981;1;11;0.63;0.63;-3.3;-3.3;0;0;0;0;201.88;201.88;484.64;484.64;2.44;2.44;2.05;2.05;-999
1981;1;12;0.07;0.07;-3;-3;0;0;0;0;201.88;201.88;483.48;483.48;2.51;2.51;2.04;2.04;-999
1981;1;13;0.04;0.04;-3.2;-3.2;0;0;0;0;201.88;201.88;482.32;482.32;2.55;2.55;2.04;2.04;-999
1981;1;14;0.04;0.04;-3.1;-3.1;0;0;0;0;201.88;201.88;481.16;481.16;2.59;2.59;2.03;2.03;-999
1981;1;15;3.1;3.1;-0.6;-0.6;0;0;0;0;203.45;203.45;480.01;480.01;3.77;3.77;2.03;2.03;-999
1981;1;16;0.16;0.16;-2.2;-2.2;0;0;0;0;203.45;203.45;478.86;478.86;3.93;3.93;2.02;2.02;-999
1981;1;17;1.64;1.64;-1.2;-1.2;0;0;0;0;203.74;203.74;477.71;477.71;5.22;5.22;2.02;2.02;-999
1981;1;18;4.05;4.05;-0.6;-0.6;0;0;0;0;205.74;205.74;476.57;476.57;6.82;6.82;2.02;2.02;-999
1981;1;19;2.9;2.9;-0.8;-0.8;0;0;0;0;206.79;206.79;475.43;475.43;8.43;8.43;2.01;2.01;-999
1981;1;20;2.09;2.09;-0.6;-0.6;0;0;0;0;207.59;207.59;474.29;474.29;9.54;9.54;2.01;2.01;-999
1981;1;21;0.21;0.21;-1.5;-1.5;0;0;0;0;207.59;207.59;473.15;473.15;9.76;9.76;2;2;-999
1981;1;22;0.03;0.03;-3.9;-3.9;0;0;0;0;207.59;207.59;472.01;472.01;9.79;9.79;2;2;-999
1981;1;23;0;0;-7.1;-7.1;0;0;0;0;207.59;207.59;470.88;470.88;9.79;9.79;1.99;1.99;-999
1981;1;24;0.16;0.16;-5;-5;0;0;0;0;207.59;207.59;469.75;469.75;9.95;9.95;1.99;1.99;-999
1981;1;25;0.35;0.35;-1.7;-1.7;0;0;0;0;207.59;207.59;468.63;468.63;10.29;10.29;1.98;1.98;-999
1981;1;26;0.76;0.76;-1.4;-1.4;0;0;0;0;207.59;207.59;467.51;467.51;11.05;11.05;1.98;1.98;-999
1981;1;27;0;0;-5.7;-5.7;0;0;0;0;207.59;207.59;466.39;466.39;11.05;11.05;1.97;1.97;-999
1981;1;28;0.04;0.04;-7.8;-7.8;0;0;0;0;207.59;207.59;465.27;465.27;11.1;11.1;1.97;1.97;-999
1981;1;29;0;0;-7.4;-7.4;0;0;0;0;207.59;207.59;464.15;464.15;11.1;11.1;1.96;1.96;-999
1981;1;30;0;0;-5.4;-5.4;0;0;0;0;207.59;207.59;463.04;463.04;11.1;11.1;1.96;1.96;-999
1981;1;31;0.02;0.02;-0.3;-0.3;0;0;0;0;207.59;207.59;461.93;461.93;11.12;11.12;1.95;1.95;-999
1981;2;1;0;0;2.1;2.1;0.21;0.21;0.02;0.02;215;215;460.82;460.82;1.97;1.97;1.95;1.95;-999
1981;2;2;0;0;2.9;2.9;0.3;0.3;0;0;216.57;216.57;459.72;459.72;0;0;1.94;1.94;-999
1981;2;3;0.48;0.48;4.6;4.6;0.52;0.52;0.03;0.03;216.11;216.11;459.94;459.94;0;0;1.94;1.94;-999
1981;2;4;3.1;3.1;3.7;3.7;0.4;0.4;0.04;0.04;217.73;217.73;460.11;460.11;0;0;1.94;1.94;-999
1981;2;5;0.08;0.08;1.1;1.1;0.1;0.1;0.01;0.01;216.97;216.97;460.25;460.25;0;0;1.94;1.94;-999
1981;2;6;0.65;0.65;0.5;0.5;0.04;0.04;0;0;216.67;216.67;460.35;460.35;0;0;1.94;1.94;-999
1981;2;7;1.78;1.78;5.8;5.8;0.68;0.68;0.08;0.08;217.2;217.2;460.43;460.43;0;0;1.94;1.94;-999
1981;2;8;0.1;0.1;7.6;7.6;0.93;0.93;0.12;0.12;216.34;216.34;460.49;460.49;0;0;1.94;1.94;-999
1981;2;9;0;0;6;6;0.71;0.71;0.09;0.09;215.44;215.44;460.53;460.53;0;0;1.94;1.94;-999
1981;2;10;0.57;0.57;4.4;4.4;0.49;0.49;0.06;0.06;215.03;215.03;460.56;460.56;0;0;1.94;1.94;-999
1981;2;11;0;0;1.5;1.5;0.14;0.14;0.02;0.02;214.21;214.21;460.56;460.56;0;0;1.94;1.94;-999
1981;2;12;0.26;0.26;-1.7;-1.7;0;0;0;0;213.43;213.43;460.55;460.55;0.24;0.24;1.94;1.94;-999
1981;2;13;0.58;0.58;-1;-1;0;0;0;0;212.83;212.83;460.53;460.53;0.56;0.56;1.94;1.94;-999
1981;2;14;0.43;0.43;-1.7;-1.7;0;0;0;0;212.04;212.04;460.48;460.48;0.98;0.98;1.94;1.94;-999
1981;2;15;0.06;0.06;-1.5;-1.5;0;0;0;0;212.04;212.04;459.38;459.38;1.04;1.04;1.94;1.94;-999
1981;2;16;0.55;0.55;0.2;0.2;0.01;0.01;0;0;213.21;213.21;458.28;458.28;0.14;0.14;1.94;1.94;-999
1981;2;17;0.31;0.31;-1.4;-1.4;0;0;0;0;213.27;213.27;457.18;457.18;0.38;0.38;1.93;1.93;-999
1981;2;18;1.85;1.85;-3.1;-3.1;0;0;0;0;213.27;213.27;456.08;456.08;2.23;2.23;1.93;1.93;-999
1981;2;19;0.42;0.42;-2.8;-2.8;0;0;0;0;213.27;213.27;454.99;454.99;2.65;2.65;1.92;1.92;-999
1981;2;20;0.19;0.19;-2.5;-2.5;0;0;0;0;213.27;213.27;453.9;453.9;2.84;2.84;1.92;1.92;-999
1981;2;21;0.47;0.47;-1.3;-1.3;0;0;0;0;213.28;213.28;452.81;452.81;3.29;3.29;1.91;1.91;-999
1981;2;22;7.19;7.19;-0.8;-0.8;0;0;0;0;216.4;216.4;451.73;451.73;6.6;6.6;1.91;1.91;-999
1981;2;23;4.08;4.08;0.6;0.6;0.05;0.05;0.01;0.01;221.68;221.68;450.64;450.64;4.04;4.04;1.91;1.91;-999
1981;2;24;0.1;0.1;1.5;1.5;0.14;0.14;0;0;224.74;224.74;449.57;449.57;0.24;0.24;1.9;1.9;-999
1981;2;25;0;0;1;1;0.09;0.09;0;0;224.09;224.09;449.8;449.8;0;0;1.9;1.9;-999
1981;2;26;0;0;-1.7;-1.7;0;0;0;0;224.09;224.09;448.72;448.72;0;0;1.89;1.89;-999
1981;2;27;0;0;-2.3;-2.3;0;0;0;0;224.09;224.09;447.64;447.64;0;0;1.89;1.89;-999
1981;2;28;0.02;0.02;-0.9;-0.9;0;0;0;0;224.1;224.1;446.57;446.57;0.01;0.01;1.89;1.89;-999
1981;3;1;1.14;1.14;0.3;0.3;0.03;0.03;0;0;225;225;445.5;445.5;0;0;1.88;1.88;-999
1981;3;2;0.05;0.05;1.1;1.1;0.12;0.12;0.01;0.01;224.19;224.19;445.8;445.8;0;0;1.88;1.88;-999
1981;3;3;1.08;1.08;1.1;1.1;0.12;0.12;0.02;0.02;224.18;224.18;446.04;446.04;0;0;1.88;1.88;-999
1981;3;4;1.31;1.31;1.5;1.5;0.18;0.18;0.02;0.02;224.34;224.34;446.22;446.22;0;0;1.88;1.88;-999
1981;3;5;0.01;0.01;1.4;1.4;0.16;0.16;0.02;0.02;223.49;223.49;446.37;446.37;0;0;1.88;1.88;-999
1981;3;6;0.06;0.06;2.7;2.7;0.36;0.36;0.05;0.05;222.65;222.65;446.48;446.48;0;0;1.88;1.88;-999
1981;3;7;0.01;0.01;6.4;6.4;0.97;0.97;0.13;0.13;221.7;221.7;446.57;446.57;0;0;1.88;1.88;-999
1981;3;8;2.39;2.39;6.8;6.8;1.04;1.04;0.12;0.12;222.63;222.63;446.63;446.63;0;0;1.88;1.88;-999
1981;3;9;0.27;0.27;11.6;11.6;1.94;1.94;0.25;0.25;221.76;221.76;446.68;446.68;0;0;1.88;1.88;-999
1981;3;10;4.85;4.85;10.8;10.8;1.79;1.79;0.17;0.17;224.58;224.58;446.72;446.72;0;0;1.88;1.88;-999
1981;3;11;2.37;2.37;14.7;14.7;2.56;2.56;0.29;0.29;225.3;225.3;446.76;446.76;0;0;1.88;1.88;-999
1981;3;12;0.45;0.45;12;12;2.02;2.02;0.26;0.26;224.54;224.54;446.81;446.81;0;0;1.88;1.88;-999
1981;3;13;1.76;1.76;9;9;1.45;1.45;0.17;0.17;224.91;224.91;446.86;446.86;0;0;1.88;1.88;-999
1981;3;14;0.11;0.11;7.8;7.8;1.22;1.22;0.16;0.16;223.99;223.99;446.91;446.91;0;0;1.88;1.88;-999
1981;3;15;0.12;0.12;7;7;1.08;1.08;0.14;0.14;223.1;223.1;446.96;446.96;0;0;1.88;1.88;-999
1981;3;16;10.23;10.23;4.3;4.3;0.61;0.61;0.03;0.03;230.26;230.26;447.01;447.01;0;0;1.88;1.88;-999
1981;3;17;1.15;1.15;5.4;5.4;0.8;0.8;0.1;0.1;230.18;230.18;447.09;447.09;0;0;1.88;1.88;-999
1981;3;18;7.03;7.03;4.7;4.7;0.68;0.68;0.05;0.05;234.69;234.69;447.19;447.19;0;0;1.88;1.88;-999
1981;3;19;0;0;4.8;4.8;0.69;0.69;0.1;0.1;233.71;233.71;447.33;447.33;0;0;1.88;1.88;-999
1981;3;20;0;0;6.2;6.2;0.94;0.94;0.13;0.13;232.71;232.71;447.48;447.48;0;0;1.88;1.88;-999
