YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;7.22;7.22;-6.7;-6.7;0;0;0;0;168.37;168.37;1172.3;1172.3;7.22;7.22;2.22;2.22;1.16
1981;1;2;13.25;13.25;-6.2;-6.2;0;0;0;0;166.77;166.77;1171.29;1171.29;20.47;20.47;2.92;2.92;1.15
1981;1;3;11.85;11.85;-1.8;-1.8;0;0;0;0;165.21;165.21;1170.23;1170.23;31.96;31.96;2.89;2.89;1.23
1981;1;4;27.32;27.32;-2.8;-2.8;0;0;0;0;165.21;165.21;1167.41;1167.41;59.28;59.28;2.87;2.87;1.45
1981;1;5;19.46;19.46;-9.1;-9.1;0;0;0;0;165.21;165.21;1164.59;1164.59;78.74;78.74;2.86;2.86;1.27
1981;1;6;19.59;19.59;-9.3;-9.3;0;0;0;0;165.21;165.21;1161.78;1161.78;98.33;98.33;2.84;2.84;1.19
1981;1;7;11.24;11.24;-12.2;-12.2;0;0;0;0;165.21;165.21;1158.98;1158.98;109.57;109.57;2.82;2.82;1.18
1981;1;8;1.55;1.55;-16.5;-16.5;0;0;0;0;165.21;165.21;1156.18;1156.18;111.12;111.12;2.8;2.8;1.13
1981;1;9;0.02;0.02;-18.3;-18.3;0;0;0;0;165.21;165.21;1153.39;1153.39;111.14;111.14;2.78;2.78;1.11
1981;1;10;0.57;0.57;-13.8;-13.8;0;0;0;0;165.21;165.21;1150.6;1150.6;111.71;111.71;2.76;2.76;1.06
1981;1;11;0.3;0.3;-11.1;-11.1;0;0;0;0;165.21;165.21;1147.83;1147.83;112.01;112.01;2.74;2.74;1.1
1981;1;12;0;0;-12.6;-12.6;0;0;0;0;165.21;165.21;1145.06;1145.06;112.01;112.01;2.72;2.72;1.16
1981;1;13;3.48;3.48;-10.4;-10.4;0;0;0;0;165.21;165.21;1142.29;1142.29;115.49;115.49;2.7;2.7;1.14
1981;1;14;0.35;0.35;-11.3;-11.3;0;0;0;0;165.21;165.21;1139.53;1139.53;115.84;115.84;2.69;2.69;1.12
1981;1;15;18.97;18.97;-8.1;-8.1;0;0;0;0;165.21;165.21;1136.78;1136.78;134.81;134.81;2.67;2.67;1.12
1981;1;16;7.09;7.09;-10.5;-10.5;0;0;0;0;165.21;165.21;1134.04;1134.04;141.9;141.9;2.65;2.65;1.09
1981;1;17;6.92;6.92;-6.8;-6.8;0;0;0;0;165.21;165.21;1131.3;1131.3;148.82;148.82;2.64;2.64;1.06
1981;1;18;7.6;7.6;-6.5;-6.5;0;0;0;0;165.21;165.21;1128.57;1128.57;156.42;156.42;2.62;2.62;1.08
1981;1;19;12.91;12.91;-6.6;-6.6;0;0;0;0;165.21;165.21;1125.84;1125.84;169.33;169.33;2.61;2.61;1.08
1981;1;20;16.63;16.63;-7.4;-7.4;0;0;0;0;165.21;165.21;1123.13;1123.13;185.96;185.96;2.6;2.6;1.04
1981;1;21;4.45;4.45;-10.1;-10.1;0;0;0;0;165.21;165.21;1120.41;1120.41;190.41;190.41;2.58;2.58;1.04
1981;1;22;0;0;-13.8;-13.8;0;0;0;0;165.21;165.21;1117.71;1117.71;190.41;190.41;2.57;2.57;0.99
1981;1;23;0;0;-14.5;-14.5;0;0;0;0;165.21;165.21;1115.01;1115.01;190.41;190.41;2.56;2.56;1
1981;1;24;0;0;-11.4;-11.4;0;0;0;0;165.21;165.21;1112.32;1112.32;190.41;190.41;2.54;2.54;0.97
1981;1;25;0.49;0.49;-10;-10;0;0;0;0;165.21;165.21;1109.63;1109.63;190.9;190.9;2.53;2.53;0.99
1981;1;26;8.1;8.1;-7.6;-7.6;0;0;0;0;165.21;165.21;1106.96;1106.96;199;199;2.52;2.52;1.01
1981;1;27;0.02;0.02;-9.8;-9.8;0;0;0;0;165.21;165.21;1104.28;1104.28;199.02;199.02;2.51;2.51;0.98
1981;1;28;0;0;-11.2;-11.2;0;0;0;0;165.21;165.21;1101.62;1101.62;199.02;199.02;2.5;2.5;0.97
1981;1;29;0;0;-13.4;-13.4;0;0;0;0;165.21;165.21;1098.96;1098.96;199.02;199.02;2.49;2.49;0.96
1981;1;30;0;0;-12.8;-12.8;0;0;0;0;165.21;165.21;1096.31;1096.31;199.02;199.02;2.47;2.47;0.95
