YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;5.41;3.22;0;1.6;0.08;0.17;0.03;0.03;75.67;18.2;284.69;141.87;1.76;0;283.28;16.34;263.88
1981;1;2;14;11.12;-0.6;0.8;0.02;0.08;0;0.01;83;29.27;284.17;141.58;7.88;0;256.37;4.82;271.19
1981;1;3;15.8;16.34;3;4.2;0.41;0.49;0.01;0.01;98.75;45.53;283.66;141.29;5.59;0;277.94;-5.01;295.52
1981;1;4;10.16;4.01;0.6;2;0.11;0.22;0.04;0.12;102.38;49.31;283.21;141;9.22;0;311.74;-9.61;488.34
1981;1;5;6.2;2.45;-3.2;-1.1;0;0;0;0;102.25;50.15;282.7;140.71;15.28;1.5;357.39;-9.58;616.33
1981;1;6;11.22;5.45;-3.9;-2.9;0;0;0;0;102.09;50.02;281.94;140.42;26.5;6.95;372.87;8.47;554.28
1981;1;7;3.14;1.7;-7.3;-6.4;0;0;0;0;102.09;50.02;280.97;140.08;29.64;8.65;349.67;12.71;476.3
1981;1;8;0.38;0.23;-11.2;-11;0;0;0;0;102.09;50.02;280.01;139.74;30.01;8.88;329.89;9.4;406.26
1981;1;9;0.46;0.36;-12.5;-12.6;0;0;0;0;102.09;50.02;279.05;139.4;30.48;9.24;320.16;6.76;368.77
1981;1;10;2.56;2.94;-4.4;-3.6;0;0;0;0;102.09;50.02;278.1;139.06;33.03;12.18;314.13;6.39;348.29
1981;1;11;0.45;0.42;-3.7;-1.9;0;0;0;0;102.09;50.02;277.15;138.72;33.48;12.6;308.67;6.25;336.26
1981;1;12;0.34;0.13;-5.3;-4.4;0;0;0;0;102.09;50.02;276.21;138.39;33.83;12.73;303.54;6.18;316.31
1981;1;13;2.45;0.9;-4.2;-3.3;0;0;0;0;102.09;50.02;275.27;138.05;36.27;13.63;298.41;6.19;314.79
1981;1;14;1.39;1.07;-4.8;-3.3;0;0;0;0;102.09;50.02;274.34;137.72;37.67;14.7;293.3;6.13;316.22
1981;1;15;13.57;9.54;-1.3;0.1;0;0.01;0;0;104.88;59.24;273.42;137.38;47.73;15.02;288.88;5.69;301.96
1981;1;16;3.13;1.61;-4.4;-2.7;0;0;0;0;104.88;59.24;272.5;137.05;50.86;16.63;286.35;4.92;301.57
1981;1;17;9.02;10.06;0.2;1.2;0.1;0.12;0.03;0.03;111.98;75.16;271.58;136.71;50.99;10.74;287.36;2.43;302.28
1981;1;18;5;3.25;-1;0.5;0.01;0.05;0;0.02;113.55;80.98;270.67;136.38;54;8.15;298.23;-0.13;314.21
1981;1;19;9.61;9.92;-0.7;0.1;0;0.01;0;0;117.34;91.39;269.76;136.05;58.59;7.65;312.8;-0.62;335.68
1981;1;20;4.22;1.27;-2.6;-1;0;0;0;0;117.41;91.96;268.86;135.72;62.73;8.36;322.29;2.82;365.2
1981;1;21;1.08;0.47;-5.2;-2.3;0;0;0;0;117.41;91.96;267.96;135.39;63.81;8.83;320.92;6.5;374.58
1981;1;22;0;0;-8.6;-4.1;0;0;0;0;117.41;91.96;267.07;135.06;63.81;8.83;312.76;7.01;347.57
1981;1;23;0;0;-8.5;-3.5;0;0;0;0;117.41;91.96;266.18;134.73;63.81;8.83;306.56;6.07;321.99
1981;1;24;0;0;-8.3;-4.8;0;0;0;0;117.41;91.96;265.29;134.41;63.81;8.83;301.71;5.91;298.57
1981;1;25;1.71;2;-5;-2.9;0;0;0;0;117.41;91.96;264.41;134.08;65.52;10.83;297.02;5.89;275.51
1981;1;26;3.01;1.69;-1.8;-0.4;0;0;0;0;117.5;92.67;263.54;133.75;68.4;11.81;292.31;5.89;272.1
1981;1;27;0.02;0;-5;-2.9;0;0;0;0;117.5;92.67;262.67;133.43;68.42;11.81;287.65;5.85;269.49
1981;1;28;0;0;-7;-4.2;0;0;0;0;117.5;92.67;261.8;133.1;68.42;11.81;283.1;5.8;260.57
1981;1;29;0;0;-7.8;-4.9;0;0;0;0;117.5;92.67;260.93;132.78;68.42;11.81;278.67;5.75;251.24
1981;1;30;0;0;-8.4;-5.2;0;0;0;0;117.5;92.67;260.07;132.46;68.42;11.81;274.36;5.69;234.97
1981;1;31;0;0;-5.8;-3.6;0;0;0;0;117.5;92.67;259.22;132.13;68.42;11.81;270.21;5.63;233
1981;2;1;0;0;-4.2;-2.6;0;0;0;0;117.5;92.67;258.37;131.81;68.42;11.81;266.23;5.55;221.65
1981;2;2;0;0;-3;-2;0;0;0;0;117.5;92.67;257.52;131.49;68.42;11.81;262.43;5.48;224.63
1981;2;3;6.79;7.18;0.7;1.7;0.18;0.19;0.05;0.03;126.16;107.13;256.68;131.17;64.14;4.5;260.67;3.37;226.08
1981;2;4;12.92;10.76;0.6;1.9;0.13;0.22;0.02;0.01;135.75;121.5;255.87;130.85;63.09;0.88;278.2;-10.64;260.02
1981;2;5;4.58;2.11;-2.4;-0.5;0;0;0;0;135.95;123.01;255.04;130.54;67.42;1.49;338.75;-16.19;373.48
