YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;7.4;7.4;0.1;0.1;0.01;0.01;0;0;19.94;19.94;157.64;157.64;0;0;-999;-999;-999
1981;1;2;12.86;12.86;-1.1;-1.1;0;0;0;0;25.68;25.68;157.19;157.19;7.07;7.07;-999;-999;-999
1981;1;3;25.28;25.28;2.4;2.4;0.32;0.32;0;0;57.97;57.97;156.74;156.74;0;0;-999;-999;-999
1981;1;4;6.18;6.18;0.5;0.5;0.06;0.06;0.02;0.02;63.99;63.99;156.3;156.3;0;0;-999;-999;-999
1981;1;5;5.31;5.31;-3.2;-3.2;0;0;0;0;63.84;63.84;155.86;155.86;5.31;5.31;-999;-999;-999
1981;1;6;4.22;4.22;-5;-5;0;0;0;0;63.84;63.84;155.35;155.35;9.53;9.53;-999;-999;-999
1981;1;7;0.59;0.59;-9.2;-9.2;0;0;0;0;63.84;63.84;154.85;154.85;10.12;10.12;-999;-999;-999
1981;1;8;0.16;0.16;-12.9;-12.9;0;0;0;0;63.84;63.84;154.35;154.35;10.28;10.28;-999;-999;-999
1981;1;9;0;0;-14.5;-14.5;0;0;0;0;63.84;63.84;153.86;153.86;10.28;10.28;-999;-999;-999
1981;1;10;0.68;0.68;-6.3;-6.3;0;0;0;0;63.84;63.84;153.36;153.36;10.96;10.96;-999;-999;-999
1981;1;11;0.35;0.35;-3.7;-3.7;0;0;0;0;63.84;63.84;152.87;152.87;11.31;11.31;-999;-999;-999
1981;1;12;0.17;0.17;-5;-5;0;0;0;0;63.84;63.84;152.38;152.38;11.48;11.48;-999;-999;-999
1981;1;13;0.5;0.5;-3.6;-3.6;0;0;0;0;63.84;63.84;151.89;151.89;11.98;11.98;-999;-999;-999
1981;1;14;1;1;-5.3;-5.3;0;0;0;0;63.84;63.84;151.4;151.4;12.98;12.98;-999;-999;-999
1981;1;15;16.67;16.67;-1.8;-1.8;0;0;0;0;64.66;64.66;150.91;150.91;28.84;28.84;-999;-999;-999
1981;1;16;3.57;3.57;-4.2;-4.2;0;0;0;0;64.66;64.66;150.43;150.43;32.41;32.41;-999;-999;-999
1981;1;17;10.29;10.29;-2.2;-2.2;0;0;0;0;64.66;64.66;149.94;149.94;42.7;42.7;-999;-999;-999
1981;1;18;7.75;7.75;-0.5;-0.5;0;0;0;0;68.11;68.11;149.46;149.46;47;47;-999;-999;-999
1981;1;19;13.66;13.66;-1.9;-1.9;0;0;0;0;68.15;68.15;148.98;148.98;60.61;60.61;-999;-999;-999
1981;1;20;2.07;2.07;-2.4;-2.4;0;0;0;0;68.15;68.15;148.5;148.5;62.68;62.68;-999;-999;-999
1981;1;21;0.76;0.76;-3.3;-3.3;0;0;0;0;68.15;68.15;148.02;148.02;63.44;63.44;-999;-999;-999
1981;1;22;0.14;0.14;-5.6;-5.6;0;0;0;0;68.15;68.15;147.54;147.54;63.58;63.58;-999;-999;-999
1981;1;23;0;0;-8.9;-8.9;0;0;0;0;68.15;68.15;147.07;147.07;63.58;63.58;-999;-999;-999
1981;1;24;0;0;-8.4;-8.4;0;0;0;0;68.15;68.15;146.59;146.59;63.58;63.58;-999;-999;-999
1981;1;25;4.09;4.09;-5.9;-5.9;0;0;0;0;68.15;68.15;146.12;146.12;67.67;67.67;-999;-999;-999
1981;1;26;3.71;3.71;-3.4;-3.4;0;0;0;0;68.15;68.15;145.65;145.65;71.38;71.38;-999;-999;-999
1981;1;27;0;0;-10.7;-10.7;0;0;0;0;68.15;68.15;145.18;145.18;71.38;71.38;-999;-999;-999
1981;1;28;0;0;-10.2;-10.2;0;0;0;0;68.15;68.15;144.72;144.72;71.38;71.38;-999;-999;-999
1981;1;29;0;0;-11.1;-11.1;0;0;0;0;68.15;68.15;144.25;144.25;71.38;71.38;-999;-999;-999
1981;1;30;0;0;-8.9;-8.9;0;0;0;0;68.15;68.15;143.79;143.79;71.38;71.38;-999;-999;-999
1981;1;31;0;0;-5.1;-5.1;0;0;0;0;68.15;68.15;143.32;143.32;71.38;71.38;-999;-999;-999
1981;2;1;0;0;-3.6;-3.6;0;0;0;0;68.15;68.15;142.86;142.86;71.38;71.38;-999;-999;-999
1981;2;2;0;0;-2.9;-2.9;0;0;0;0;68.15;68.15;142.4;142.4;71.38;71.38;-999;-999;-999
1981;2;3;7.64;7.64;0.4;0.4;0.05;0.05;0.02;0.02;74.36;74.36;141.94;141.94;72.79;72.79;-999;-999;-999
1981;2;4;16.27;16.27;0.7;0.7;0.09;0.09;0;0;95.72;95.72;141.49;141.49;67.7;67.7;-999;-999;-999
1981;2;5;3.84;3.84;-2;-2;0;0;0;0;95.72;95.72;141.03;141.03;71.54;71.54;-999;-999;-999
