YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;2.7;1.35;1.3;2.4;0.17;0.27;0.03;0.05;28.19;17.77;80.43;113.16;0.29;0;3.99;0.4;-999
1981;1;2;3.24;1.66;-0.5;0.7;0.01;0.07;0;0.01;29.61;19.37;80.29;112.93;2.03;0;4.27;0.38;-999
1981;1;3;9.8;7;3.1;4.3;0.42;0.51;0.01;0;39.93;26.33;80.15;112.71;1.14;0;4.38;0.47;-999
1981;1;4;2.56;1.56;1.1;2.5;0.13;0.28;0.02;0.04;41.78;27.78;80.01;112.48;1.69;0;4.39;0.48;-999
1981;1;5;3.02;1.92;-3.1;-1.6;0;0;0;0;41.68;27.71;79.88;112.26;4.72;1.92;4.38;0.48;-999
1981;1;6;2.01;1.48;-5.3;-3.1;0;0;0;0;41.68;27.65;79.65;112.03;6.73;3.4;4.38;0.48;-999
1981;1;7;0.72;0.41;-9;-7;0;0;0;0;41.68;27.65;79.42;111.76;7.45;3.81;4.36;0.48;-999
1981;1;8;0.16;0.02;-12.2;-10;0;0;0;0;41.68;27.65;79.19;111.49;7.61;3.83;4.35;0.48;-999
1981;1;9;0;0;-15.3;-11.3;0;0;0;0;41.68;27.65;78.96;111.22;7.61;3.83;4.34;0.48;-999
1981;1;10;0.39;0.47;-8.8;-7.3;0;0;0;0;41.68;27.65;78.73;110.95;8;4.3;4.32;0.48;-999
1981;1;11;0.85;0.63;-4.8;-3.7;0;0;0;0;41.68;27.65;78.51;110.69;8.85;4.93;4.31;0.48;-999
1981;1;12;0.22;0.26;-5.6;-4.4;0;0;0;0;41.68;27.65;78.28;110.42;9.07;5.19;4.3;0.48;-999
1981;1;13;0.22;0.06;-5.6;-4.4;0;0;0;0;41.68;27.65;78.05;110.15;9.28;5.25;4.28;0.48;-999
1981;1;14;0.46;0.16;-6.4;-5.3;0;0;0;0;41.68;27.65;77.83;109.89;9.75;5.41;4.37;0.42;-999
1981;1;15;8.25;6.2;-2.9;-2.8;0;0;0;0;41.68;27.65;77.6;109.62;18;11.61;4.45;0.45;-999
1981;1;16;0.24;0.12;-5.1;-4.1;0;0;0;0;41.68;27.65;77.38;109.36;18.24;11.73;4.46;0.48;-999
1981;1;17;4.04;3.02;-4.6;-5;0;0;0;0;41.68;27.65;77.16;109.09;22.28;14.75;4.44;0.48;-999
1981;1;18;4.11;4.54;-3.2;-3.5;0;0;0;0;41.68;27.65;76.94;108.83;26.39;19.29;4.41;0.48;-999
1981;1;19;4.63;3.96;-3.1;-2.5;0;0;0;0;41.68;27.65;76.71;108.56;31.02;23.25;4.39;0.48;-999
1981;1;20;3.27;3.54;-2.5;-1.9;0;0;0;0;41.68;27.65;76.49;108.3;34.28;26.79;4.36;0.47;-999
1981;1;21;0.68;0.18;-3.1;-2;0;0;0;0;41.68;27.65;76.27;108.04;34.96;26.97;4.34;0.47;-999
1981;1;22;0.1;0;-5.8;-4.6;0;0;0;0;41.68;27.65;76.05;107.78;35.06;26.97;4.32;0.47;-999
1981;1;23;0;0;-8.9;-7.6;0;0;0;0;41.68;27.65;75.83;107.52;35.06;26.97;4.29;0.47;-999
1981;1;24;0.32;0.29;-5.7;-4.5;0;0;0;0;41.68;27.65;75.61;107.26;35.39;27.26;4.27;0.47;-999
1981;1;25;1.08;0.74;-3.4;-2.9;0;0;0;0;41.68;27.65;75.4;107;36.46;28;4.25;0.47;-999
1981;1;26;1.68;0.41;-3.8;-2.5;0;0;0;0;41.68;27.65;75.18;106.74;38.15;28.41;4.23;0.47;-999
1981;1;27;0.03;0;-7.2;-6;0;0;0;0;41.68;27.65;74.97;106.48;38.18;28.41;4.21;0.46;-999
1981;1;28;0.08;0.06;-9.1;-7.8;0;0;0;0;41.68;27.65;74.75;106.23;38.26;28.47;4.19;0.46;-999
1981;1;29;0;0;-9.1;-7.7;0;0;0;0;41.68;27.65;74.53;105.97;38.26;28.47;4.17;0.46;-999
1981;1;30;0;0;-7.3;-5.3;0;0;0;0;41.68;27.65;74.32;105.71;38.26;28.47;4.16;0.46;-999
1981;1;31;0;0;-2.3;-0.8;0;0;0;0;41.68;27.65;74.11;105.46;38.26;28.47;4.14;0.46;-999
