YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;2.41;2.41;-11.8;-11.8;0;0;0;0;191.67;191.67;268.44;268.44;2.41;2.41;3.65;3.65;0.3
1981;1;2;7.05;7.05;-14;-14;0;0;0;0;191.67;191.67;267.78;267.78;9.46;9.46;1.59;1.59;0.3
1981;1;3;9.45;9.45;-8.5;-8.5;0;0;0;0;191.67;191.67;267.13;267.13;18.91;18.91;1.27;1.27;0.3
1981;1;4;13.37;13.37;-8.1;-8.1;0;0;0;0;191.67;191.67;266.48;266.48;32.28;32.28;1.26;1.26;0.3
1981;1;5;10.42;10.42;-15.4;-15.4;0;0;0;0;191.67;191.67;265.83;265.83;42.7;42.7;1.25;1.25;0.3
1981;1;6;10.49;10.49;-16.3;-16.3;0;0;0;0;191.67;191.67;265.19;265.19;53.19;53.19;1.24;1.24;0.3
1981;1;7;4.42;4.42;-19;-19;0;0;0;0;191.67;191.67;264.55;264.55;57.61;57.61;1.22;1.22;0.3
1981;1;8;0.69;0.69;-22.3;-22.3;0;0;0;0;191.67;191.67;263.9;263.9;58.3;58.3;1.2;1.2;0.3
1981;1;9;0;0;-17.3;-17.3;0;0;0;0;191.67;191.67;263.26;263.26;58.3;58.3;1.18;1.18;0.3
1981;1;10;0.49;0.49;-16.2;-16.2;0;0;0;0;191.67;191.67;262.62;262.62;58.79;58.79;1.15;1.15;0.29
1981;1;11;0.3;0.3;-16.2;-16.2;0;0;0;0;191.67;191.67;261.98;261.98;59.09;59.09;1.13;1.13;0.29
1981;1;12;0.1;0.1;-17.1;-17.1;0;0;0;0;191.67;191.67;261.35;261.35;59.19;59.19;1.1;1.1;0.29
1981;1;13;1.07;1.07;-16.1;-16.1;0;0;0;0;191.67;191.67;260.71;260.71;60.26;60.26;1.08;1.08;0.28
1981;1;14;0.14;0.14;-17;-17;0;0;0;0;191.67;191.67;260.08;260.08;60.4;60.4;1.05;1.05;0.28
1981;1;15;8.11;8.11;-13.7;-13.7;0;0;0;0;191.67;191.67;259.45;259.45;68.51;68.51;1.03;1.03;0.28
1981;1;16;3.17;3.17;-18.1;-18.1;0;0;0;0;191.67;191.67;258.82;258.82;71.68;71.68;1;1;0.28
1981;1;17;3.84;3.84;-13.6;-13.6;0;0;0;0;191.67;191.67;258.19;258.19;75.52;75.52;0.98;0.98;0.28
