YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;2.15;2.92;-11.7;-11;0;0;0;0;152.26;156.17;555.7;662.62;2.15;2.92;32.67;11.34;6.43
1981;1;2;5.34;6.63;-13.9;-13.6;0;0;0;0;152.26;156.17;553.72;659.99;7.49;9.55;27.88;11.4;6.95
1981;1;3;6.36;7.79;-9.2;-8.9;0;0;0;0;152.26;156.17;551.75;657.38;13.85;17.34;24.55;11.26;6.16
1981;1;4;14.84;16.86;-8.8;-8.2;0;0;0;0;152.26;156.17;549.78;654.77;28.69;34.2;23.08;11.15;5.05
1981;1;5;9.01;10.45;-16.3;-15.4;0;0;0;0;152.26;156.17;547.82;652.18;37.7;44.65;22.08;11.04;5.59
1981;1;6;13.45;14.73;-17.1;-16.1;0;0;0;0;152.26;156.17;545.86;649.6;51.15;59.38;21.27;10.94;6.35
1981;1;7;4.6;5.47;-19.2;-18.1;0;0;0;0;152.26;156.17;543.92;647.02;55.75;64.85;20.61;10.85;5.93
1981;1;8;0.99;1.06;-22.4;-21.6;0;0;0;0;152.26;156.17;541.98;644.46;56.74;65.91;20.07;10.76;5.63
1981;1;9;0;0;-18;-17.9;0;0;0;0;152.26;156.17;540.05;641.9;56.74;65.91;19.61;10.67;6.16
1981;1;10;0.28;0.39;-18.4;-17.9;0;0;0;0;152.26;156.17;538.12;639.36;57.02;66.3;19.21;10.58;6.21
1981;1;11;0.04;0.05;-18.1;-17.3;0;0;0;0;152.26;156.17;536.2;636.83;57.06;66.35;18.88;10.5;4.87
1981;1;12;0.09;0.08;-18.4;-17.8;0;0;0;0;152.26;156.17;534.29;634.3;57.15;66.43;18.61;10.42;5.4
1981;1;13;2.5;2.65;-16.9;-16.6;0;0;0;0;152.26;156.17;532.39;631.79;59.66;69.08;18.38;10.34;5.54
1981;1;14;0.16;0.23;-17.8;-17.8;0;0;0;0;152.26;156.17;530.49;629.29;59.81;69.31;18.17;10.27;5.26
1981;1;15;8.96;10.49;-14.5;-14.2;0;0;0;0;152.26;156.17;528.6;626.79;68.78;79.8;17.98;10.2;5.07
1981;1;16;3.25;3.96;-18.8;-17.9;0;0;0;0;152.26;156.17;526.72;624.31;72.03;83.76;17.79;10.13;5.09
1981;1;17;3.16;3.82;-14.7;-13.7;0;0;0;0;152.26;156.17;524.84;621.83;75.19;87.58;17.62;10.06;5.48
1981;1;18;1.48;1.99;-15.4;-14.1;0;0;0;0;152.26;156.17;522.97;619.37;76.68;89.57;17.45;9.99;4.51
1981;1;19;7.1;8.03;-15.1;-14.2;0;0;0;0;152.26;156.17;521.11;616.91;83.78;97.6;17.29;9.93;5.13
1981;1;20;9.15;10.12;-14.5;-13.6;0;0;0;0;152.26;156.17;519.25;614.47;92.93;107.72;17.14;9.86;5.44
1981;1;21;1.44;1.7;-17;-16.5;0;0;0;0;152.26;156.17;517.4;612.04;94.37;109.42;17;9.8;5.16
1981;1;22;0;0;-18.5;-18.6;0;0;0;0;152.26;156.17;515.56;609.61;94.37;109.42;16.86;9.74;4.89
1981;1;23;0;0;-16.5;-16.5;0;0;0;0;152.26;156.17;513.72;607.19;94.37;109.42;16.73;9.68;5.08
1981;1;24;0;0;-12.6;-12.3;0;0;0;0;152.26;156.17;511.89;604.79;94.37;109.42;16.61;9.62;5.32
1981;1;25;0.06;0.08;-12.3;-12.2;0;0;0;0;152.26;156.17;510.07;602.39;94.43;109.5;16.49;9.57;4.66
1981;1;26;1.4;1.98;-13.8;-13.6;0;0;0;0;152.26;156.17;508.25;600;95.83;111.48;16.37;9.51;5.17
1981;1;27;0;0;-16;-15.9;0;0;0;0;152.26;156.17;506.44;597.63;95.83;111.48;16.26;9.46;5.09
1981;1;28;0;0;-13.1;-13.1;0;0;0;0;152.26;156.17;504.64;595.26;95.83;111.48;16.15;9.41;5.14
1981;1;29;0;0;-15.7;-15.7;0;0;0;0;152.26;156.17;502.84;592.9;95.83;111.48;16.05;9.35;5.13
1981;1;30;0;0;-14;-13.7;0;0;0;0;152.26;156.17;501.05;590.55;95.83;111.48;15.95;9.3;5.17
1981;1;31;0;0;-12.4;-12.2;0;0;0;0;152.26;156.17;499.27;588.21;95.83;111.48;15.85;9.25;4.81
1981;2;1;0;0;-10;-10;0;0;0;0;152.26;156.17;497.49;585.88;95.83;111.48;15.76;9.21;4.06
1981;2;2;0;0;-10;-9.8;0;0;0;0;152.26;156.17;495.72;583.56;95.83;111.48;15.67;9.16;5.25
1981;2;3;0.32;0.4;-8.8;-8.7;0;0;0;0;152.26;156.17;493.96;581.24;96.16;111.88;15.58;9.11;5.27
1981;2;4;4.79;5.76;-9.2;-9;0;0;0;0;152.26;156.17;492.2;578.94;100.95;117.64;15.49;9.06;5.24
1981;2;5;3.41;4.45;-15.9;-15;0;0;0;0;152.26;156.17;490.45;576.64;104.35;122.09;15.41;9.02;5.12
1981;2;6;4.9;5.96;-13.3;-12.7;0;0;0;0;152.26;156.17;488.7;574.36;109.26;128.05;15.33;8.97;5.05
1981;2;7;1.27;1.79;-7;-6.7;0;0;0;0;152.26;156.17;486.97;572.08;110.53;129.84;15.25;8.93;4.93
1981;2;8;0.03;0.04;-5.4;-5.1;0;0;0;0;152.26;156.17;485.23;569.82;110.56;129.88;15.17;8.89;4.2
1981;2;9;0;0;-5;-4.7;0;0;0;0;152.26;156.17;483.51;567.56;110.57;129.88;15.09;8.84;5.15
1981;2;10;3.03;3.35;-8.8;-8.7;0;0;0;0;152.26;156.17;481.79;565.31;113.6;133.23;15.02;8.8;5.25
1981;2;11;0.22;0.28;-14.4;-14.2;0;0;0;0;152.26;156.17;480.07;563.07;113.82;133.51;14.94;8.76;5.18
1981;2;12;0.04;0.05;-17.2;-17.1;0;0;0;0;152.26;156.17;478.37;560.84;113.86;133.56;14.87;8.72;4.95
1981;2;13;0;0;-17.9;-17.9;0;0;0;0;152.26;156.17;476.67;558.61;113.86;133.56;14.8;8.68;5.72
1981;2;14;0;0;-15.1;-15.4;0;0;0;0;152.26;156.17;474.97;556.4;113.86;133.56;14.73;8.64;5.14
1981;2;15;0;0;-12.2;-12.4;0;0;0;0;152.26;156.17;473.28;554.2;113.86;133.56;14.66;8.6;3.97
1981;2;16;0;0;-11.8;-12;0;0;0;0;152.26;156.17;471.6;552;113.86;133.56;14.59;8.56;5.31
1981;2;17;0.29;0.06;-12.8;-12.9;0;0;0;0;152.26;156.17;469.93;549.81;114.15;133.62;14.53;8.52;5.48
1981;2;18;0.61;0.38;-15.3;-15.2;0;0;0;0;152.26;156.17;468.25;547.63;114.75;134;14.46;8.48;5.18
1981;2;19;0.12;0.05;-16.2;-15.7;0;0;0;0;152.26;156.17;466.59;545.46;114.87;134.05;14.4;8.44;5.02
1981;2;20;0.1;0.08;-15;-14.9;0;0;0;0;152.26;156.17;464.93;543.3;114.97;134.13;14.34;8.41;4.79
1981;2;21;1.8;1.86;-14.3;-14.2;0;0;0;0;152.26;156.17;463.28;541.15;116.77;135.99;14.27;8.37;4.68
1981;2;22;0.36;0.34;-14.1;-14.1;0;0;0;0;152.26;156.17;461.63;539;117.13;136.33;14.21;8.33;3.55
1981;2;23;0.23;0.21;-14;-13.4;0;0;0;0;152.26;156.17;459.99;536.87;117.36;136.54;14.15;8.3;4.8
1981;2;24;0;0;-14.7;-13.6;0;0;0;0;152.26;156.17;458.36;534.74;117.36;136.54;14.09;8.26;5.12
1981;2;25;0.01;0;-13.3;-12.6;0;0;0;0;152.26;156.17;456.73;532.62;117.37;136.54;14.03;8.22;4.96
1981;2;26;0.05;0;-12.1;-11.7;0;0;0;0;152.26;156.17;455.11;530.51;117.42;136.54;13.97;8.19;4.89
1981;2;27;0.45;0.33;-12.8;-12.8;0;0;0;0;152.26;156.17;453.49;528.4;117.87;136.87;13.92;8.15;4.93
1981;2;28;0.75;0.73;-11.8;-12.2;0;0;0;0;152.26;156.17;451.88;526.31;118.62;137.6;13.86;8.12;4.43
1981;3;1;0.68;1.14;-8.7;-8.7;0;0;0;0;152.26;156.17;450.28;524.23;119.3;138.74;13.8;8.08;3.6
1981;3;2;0.04;0.06;-9.7;-9.1;0;0;0;0;152.26;156.17;448.68;522.15;119.34;138.8;13.75;8.05;4.41
1981;3;3;7.87;8.16;-9.7;-8.9;0;0;0;0;152.26;156.17;447.08;520.08;127.21;146.96;13.69;8.02;4.48
1981;3;4;2.84;3.82;-9.3;-8.6;0;0;0;0;152.26;156.17;445.5;518.02;130.05;150.78;13.64;7.98;4.33
1981;3;5;0;0;-10.4;-9.8;0;0;0;0;152.26;156.17;443.92;515.96;130.06;150.78;13.58;7.95;4.3
1981;3;6;1.09;1.11;-8.1;-8;0;0;0;0;152.26;156.17;442.34;513.92;131.15;151.89;13.53;7.91;4.22
1981;3;7;0.08;0.1;-6;-5.4;0;0;0;0;152.26;156.17;440.77;511.88;131.23;151.99;13.47;7.88;3.99
1981;3;8;1.59;1.88;-4.1;-3.9;0;0;0;0;152.26;156.17;439.21;509.85;132.82;153.87;13.42;7.85;3.55
1981;3;9;0.04;0.08;-2.8;-1.8;0;0;0;0;152.26;156.17;437.65;507.83;132.86;153.95;13.37;7.82;4.37
1981;3;10;0.52;0.84;-1.1;-0.3;0;0;0;0;152.26;156.17;436.09;505.82;133.38;154.79;13.31;7.78;4.34
1981;3;11;1.39;1.93;1.7;2.5;1.01;1.24;0.55;0.66;155.47;162.49;434.55;503.82;129.24;147.12;13.52;7.97;4.75
1981;3;12;8.29;9.06;-1.1;-0.4;0;0;0;0;157.34;166.19;433;501.82;134.41;150.45;14.15;8.36;5.07
1981;3;13;2.13;2.72;-5.2;-4.4;0;0;0;0;157.34;166.19;431.47;499.83;136.54;153.17;14.51;8.58;5.21
1981;3;14;0.33;0.26;-6.6;-5.7;0;0;0;0;157.34;166.19;429.94;497.85;136.87;153.43;14.4;8.55;5.09
1981;3;15;11.68;11.56;-6.5;-5.9;0;0;0;0;157.34;166.19;428.41;495.88;148.54;164.99;14.19;8.47;4.52
1981;3;16;8.76;7.92;-7.3;-6.6;0;0;0;0;157.34;166.19;426.89;493.91;157.3;172.91;14.01;8.4;4.95
