YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;1.18;1.14;-6.2;-5.9;0;0;0;0;109.65;91.04;109.69;78.19;1.18;1.14;6.95;2.3;-999
1981;1;2;1.51;1.13;-7.5;-7.1;0;0;0;0;109.28;90.58;109.32;77.94;2.7;2.27;6.96;2.32;-999
1981;1;3;2.24;1.58;-4.7;-4.8;0;0;0;0;109.28;90.58;108.49;77.24;4.94;3.85;6.89;2.31;-999
1981;1;4;2.12;2.48;-4.1;-3.7;0;0;0;0;109.28;90.58;107.67;76.54;7.07;6.33;6.85;2.28;-999
1981;1;5;1.89;1.19;-7.9;-7.2;0;0;0;0;109.28;90.58;106.85;75.85;8.95;7.52;6.81;2.26;-999
1981;1;6;1.46;1.05;-10.4;-9.8;0;0;0;0;109.28;90.58;106.04;75.16;10.41;8.57;6.78;2.24;-999
1981;1;7;0.68;0.49;-13.7;-13.2;0;0;0;0;109.28;90.58;105.24;74.48;11.09;9.06;6.74;2.22;-999
1981;1;8;0.02;0;-16.7;-15.9;0;0;0;0;109.28;90.58;104.44;73.81;11.11;9.06;6.7;2.2;-999
1981;1;9;0;0;-17.8;-16.8;0;0;0;0;109.28;90.58;103.65;73.14;11.11;9.06;6.65;2.18;-999
1981;1;10;0;0;-15.1;-14.7;0;0;0;0;109.28;90.58;102.86;72.48;11.11;9.06;6.61;2.16;-999
1981;1;11;0;0;-11.3;-10.8;0;0;0;0;109.28;90.58;102.08;71.83;11.11;9.06;6.57;2.14;-999
1981;1;12;0;0;-11;-10.2;0;0;0;0;109.28;90.58;101.31;71.18;11.11;9.06;6.52;2.12;-999
1981;1;13;3.45;4;-8.9;-8.3;0;0;0;0;109.28;90.58;100.54;70.54;14.56;13.06;6.48;2.11;-999
1981;1;14;0.11;0.13;-7.7;-7;0;0;0;0;109.28;90.58;99.78;69.9;14.67;13.19;6.43;2.09;-999
1981;1;15;1.37;1.06;-9.4;-9.1;0;0;0;0;109.28;90.58;99.03;69.27;16.04;14.25;6.38;2.07;-999
1981;1;16;0.15;0.08;-11.8;-11;0;0;0;0;109.28;90.58;98.28;68.64;16.18;14.33;6.34;2.05;-999
1981;1;17;0.18;0.09;-10.6;-9.9;0;0;0;0;109.28;90.58;97.53;68.02;16.36;14.42;6.29;2.03;-999
1981;1;18;0.57;0.48;-7.5;-6.8;0;0;0;0;109.28;90.58;96.8;67.41;16.93;14.9;6.24;2.01;-999
1981;1;19;1.23;0.71;-8.5;-7.8;0;0;0;0;109.28;90.58;96.07;66.8;18.16;15.61;6.19;1.99;-999
1981;1;20;0.51;0.32;-8.7;-7.7;0;0;0;0;109.28;90.58;95.34;66.2;18.67;15.93;6.15;1.98;-999
1981;1;21;0.29;0.17;-7.3;-6.8;0;0;0;0;109.28;90.58;94.62;65.6;18.97;16.1;6.1;1.96;-999
1981;1;22;0;0;-7.2;-6.5;0;0;0;0;109.28;90.58;93.9;65.01;18.97;16.1;6.05;1.94;-999
1981;1;23;0;0;-8.8;-7.9;0;0;0;0;109.28;90.58;93.19;64.42;18.97;16.1;6;1.92;-999
1981;1;24;0;0;-8.4;-7.6;0;0;0;0;109.28;90.58;92.49;63.84;18.97;16.1;5.95;1.91;-999
1981;1;25;0.01;0;-9.4;-8.7;0;0;0;0;109.28;90.58;91.79;63.26;18.97;16.1;5.91;1.89;-999
1981;1;26;1.17;0.94;-6.8;-6.1;0;0;0;0;109.28;90.58;91.1;62.69;20.14;17.04;5.86;1.87;-999
1981;1;27;0;0;-10.1;-8.7;0;0;0;0;109.28;90.58;90.41;62.13;20.14;17.04;5.81;1.85;-999
1981;1;28;0;0;-12.5;-11.4;0;0;0;0;109.28;90.58;89.73;61.57;20.14;17.04;5.77;1.84;-999
1981;1;29;0;0;-11.2;-10.3;0;0;0;0;109.28;90.58;89.05;61.01;20.14;17.04;5.72;1.82;-999
1981;1;30;0;0;-7.2;-6.2;0;0;0;0;109.28;90.58;88.38;60.46;20.14;17.04;5.67;1.8;-999
1981;1;31;0;0;-6.2;-5.6;0;0;0;0;109.28;90.58;87.71;59.91;20.14;17.04;5.63;1.79;-999
1981;2;1;0;0;-3.2;-2.7;0;0;0;0;109.28;90.58;87.05;59.37;20.14;17.04;5.58;1.77;-999
1981;2;2;0;0;-2.7;-2.1;0;0;0;0;109.28;90.58;86.4;58.84;20.14;17.04;5.54;1.76;-999
1981;2;3;0;0;-2.3;-1.8;0;0;0;0;109.28;90.58;85.75;58.31;20.14;17.04;5.49;1.74;-999
1981;2;4;3.47;3.46;-1.7;-1.2;0;0;0;0;109.28;90.58;85.1;57.78;23.55;20.5;5.45;1.72;-999
1981;2;5;0.36;0.35;-4.1;-3;0;0;0;0;109.28;90.58;84.46;57.26;23.91;20.85;5.4;1.71;-999
1981;2;6;0.14;0.04;-6.5;-5.6;0;0;0;0;109.28;90.58;83.82;56.74;24.05;20.89;5.36;1.69;-999
1981;2;7;0.44;0.24;-1.7;-1.4;0;0;0;0;109.28;90.58;83.19;56.23;24.49;21.13;5.32;1.68;-999
1981;2;8;0;0;1.1;1.5;0.23;0.28;0.18;0.14;110.38;91.51;82.56;55.72;23.04;20.07;5.28;1.66;-999
1981;2;9;0;0;-0.3;0.1;0.01;0.02;0;0.01;110.41;91.58;81.94;55.22;23.01;19.98;5.25;1.65;-999
1981;2;10;1.35;1.23;-1.3;-1;0;0;0;0;110.41;91.58;81.33;54.72;24.3;21.21;5.21;1.63;-999
1981;2;11;1.69;1.91;-3.4;-2.5;0;0;0;0;110.41;91.58;80.71;54.23;25.99;23.12;5.17;1.62;-999
1981;2;12;1.42;1.68;-7.8;-6.5;0;0;0;0;110.41;91.58;80.11;53.74;27.41;24.8;5.13;1.6;-999
1981;2;13;0.01;0;-11;-10;0;0;0;0;110.41;91.58;79.5;53.26;27.41;24.8;5.09;1.59;-999
1981;2;14;0.3;0.23;-10.6;-9.6;0;0;0;0;110.41;91.58;78.91;52.77;27.71;25.03;5.05;1.58;-999
1981;2;15;0;0;-9.8;-8.9;0;0;0;0;110.41;91.58;78.31;52.3;27.71;25.03;5.01;1.56;-999
1981;2;16;0.06;0.06;-8.7;-7.8;0;0;0;0;110.41;91.58;77.72;51.83;27.76;25.09;4.97;1.55;-999
1981;2;17;0.63;0.6;-8.2;-7.3;0;0;0;0;110.41;91.58;77.14;51.36;28.4;25.69;4.93;1.53;-999
1981;2;18;1.59;1.58;-8;-7.3;0;0;0;0;110.41;91.58;76.56;50.9;29.98;27.27;4.89;1.52;-999
1981;2;19;1.02;1.1;-7.4;-6.8;0;0;0;0;110.41;91.58;75.98;50.44;31;28.37;4.85;1.51;-999
1981;2;20;0.18;0.17;-7.4;-6.9;0;0;0;0;110.41;91.58;75.41;49.98;31.19;28.54;4.82;1.49;-999
1981;2;21;0.64;0.7;-6.6;-6.2;0;0;0;0;110.41;91.58;74.85;49.53;31.83;29.24;4.78;1.48;-999
1981;2;22;2.55;2.81;-3.8;-3.3;0;0;0;0;110.41;91.58;74.28;49.08;34.38;32.05;4.74;1.47;-999
1981;2;23;12.63;13.14;-2.4;-1.9;0;0;0;0;110.41;91.58;73.73;48.64;47.02;45.19;4.7;1.45;-999
1981;2;24;7.55;7.77;-2.3;-1.9;0;0;0;0;110.41;91.58;73.17;48.2;54.56;52.96;4.66;1.44;-999
1981;2;25;2.34;2.58;-3.2;-2.6;0;0;0;0;110.41;91.58;72.62;47.77;56.9;55.54;4.63;1.43;-999
1981;2;26;0;0;-7;-6.2;0;0;0;0;110.41;91.58;72.08;47.34;56.9;55.54;4.59;1.41;-999
1981;2;27;0.26;0.26;-9;-8.1;0;0;0;0;110.41;91.58;71.54;46.91;57.16;55.8;4.55;1.4;-999
1981;2;28;0.82;0.83;-7.9;-7.2;0;0;0;0;110.41;91.58;71;46.49;57.98;56.63;4.52;1.39;-999
1981;3;1;1.81;1.32;-5;-4.5;0;0;0;0;110.41;91.58;70.47;46.07;59.79;57.95;4.48;1.38;-999
1981;3;2;0.01;0.01;-2.8;-2.3;0;0;0;0;110.41;91.58;69.94;45.65;59.79;57.96;4.44;1.36;-999
1981;3;3;0.47;0.59;-1.1;-0.5;0;0;0;0;110.41;91.58;69.42;45.24;60.24;58.55;4.41;1.35;-999
1981;3;4;1.62;1.96;-1.1;-0.4;0;0;0;0;110.41;91.58;68.9;44.83;61.79;60.51;4.37;1.34;-999
1981;3;5;0.05;0.08;-2.9;-1.9;0;0;0;0;110.41;91.58;68.38;44.43;61.85;60.59;4.34;1.33;-999
1981;3;6;0.02;0.01;-1.6;-1;0;0;0;0;110.41;91.58;67.87;44.03;61.87;60.6;4.3;1.31;-999
