YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;3.47;3.35;1.8;1.7;0.19;0.19;0.03;0;25.06;36.26;262.88;199.09;0;0;9.91;3.98;8.03
1981;1;2;10.53;10.19;0.6;0.5;0.06;0.05;0.01;0.01;32.82;43.7;262.36;198.63;2.63;2.61;9.75;3.61;7.84
1981;1;3;14.63;16.39;4.2;4.1;0.49;0.49;0.02;0;49.57;62.53;261.84;198.18;0;0;11.12;3.84;11.75
1981;1;4;4.75;4.78;1.9;1.9;0.21;0.21;0.06;0;53.92;67.05;261.33;197.72;0;0;11.23;3.88;35.65
1981;1;5;2.91;2.48;-1.5;-1.6;0;0;0;0;53.89;66.8;260.83;197.26;2.79;2.48;11.22;3.88;43.13
1981;1;6;5.84;4.11;-3.2;-3.3;0;0;0;0;53.73;66.55;260.34;196.81;8.63;6.59;11.2;3.87;22.42
1981;1;7;1.45;1;-7.2;-7.6;0;0;0;0;53.73;66.55;259.66;196.19;10.08;7.59;11.18;3.86;15.06
1981;1;8;0.3;0.15;-11.7;-11.9;0;0;0;0;53.73;66.55;258.99;195.57;10.37;7.74;11.15;3.85;14.1
1981;1;9;0;0;-14.4;-14.3;0;0;0;0;53.73;66.55;258.32;194.95;10.37;7.74;11.12;3.84;13.91
1981;1;10;0.43;0.33;-5.7;-5.6;0;0;0;0;53.73;66.55;257.64;194.33;10.8;8.07;11.09;3.83;13.44
1981;1;11;0.35;0.41;-2.6;-2.3;0;0;0;0;53.73;66.55;256.98;193.71;11.15;8.48;11.06;3.81;13.23
1981;1;12;0.52;0.2;-4.3;-3.7;0;0;0;0;53.73;66.55;256.31;193.1;11.67;8.68;11.03;3.8;11.28
1981;1;13;0.73;0.61;-3.3;-2.7;0;0;0;0;53.73;66.55;255.64;192.49;12.4;9.29;11;3.79;10.72
1981;1;14;0.59;0.73;-3.4;-3.5;0;0;0;0;53.73;66.55;254.98;191.88;13;10.02;10.98;3.78;10.12
1981;1;15;8.61;9.53;0.3;0.1;0.02;0.01;0.01;0;57.79;70.73;254.31;191.27;17.48;15.31;10.95;3.77;12.49
1981;1;16;2.47;2.46;-2.5;-2.5;0;0;0;0;57.79;70.73;253.65;190.67;19.95;17.77;10.92;3.76;16.52
1981;1;17;10.03;9.77;0.3;-0.2;0.04;0;0.01;0;63.46;73.56;252.99;190.06;23.68;24.65;10.89;3.75;14.15
1981;1;18;6.06;6.92;0.5;0.4;0.05;0.04;0.02;0.01;68.12;78.11;252.34;189.46;24.71;26.85;10.85;3.73;16.56
1981;1;19;11.09;11.35;-0.3;-0.5;0;0;0;0;71.01;81.17;251.68;188.86;32.85;34.95;10.9;3.7;22.13
1981;1;20;1.89;1.36;-1.1;-1.2;0;0;0;0;71.04;81.17;251.03;188.26;34.72;36.3;11.15;3.66;22.25
1981;1;21;0.8;0.69;-2.8;-2.7;0;0;0;0;71.04;81.17;250.38;187.66;35.51;36.99;11.42;3.67;19.55
1981;1;22;0.05;0.09;-5.4;-5.2;0;0;0;0;71.04;81.17;249.72;187.07;35.56;37.09;11.55;3.68;15.17
1981;1;23;0;0;-5.8;-5.8;0;0;0;0;71.04;81.17;249.08;186.48;35.56;37.09;11.59;3.68;13.22
1981;1;24;0;0;-5.2;-5.5;0;0;0;0;71.04;81.17;248.43;185.89;35.56;37.09;11.55;3.67;13.52
1981;1;25;2.04;2.49;-3.4;-3.2;0;0;0;0;71.04;81.17;247.78;185.3;37.6;39.58;11.48;3.66;12.51
1981;1;26;2.52;2.33;-1;-1.4;0;0;0;0;71.06;81.17;247.14;184.71;40.09;41.91;11.39;3.66;12.4
1981;1;27;0;0;-3.9;-5;0;0;0;0;71.06;81.17;246.5;184.13;40.09;41.91;11.28;3.65;12.51
1981;1;28;0;0;-4.7;-5.5;0;0;0;0;71.06;81.17;245.86;183.54;40.09;41.91;11.17;3.63;11.91
1981;1;29;0;0;-5.9;-6.7;0;0;0;0;71.06;81.17;245.22;182.96;40.09;41.91;11.07;3.62;10.02
1981;1;30;0;0;-5.8;-6.9;0;0;0;0;71.06;81.17;244.58;182.38;40.09;41.91;10.97;3.61;9.81
1981;1;31;0;0;-3.3;-3.6;0;0;0;0;71.06;81.17;243.95;181.81;40.09;41.91;10.87;3.6;9.9
1981;2;1;0;0;-2.1;-2.2;0;0;0;0;71.06;81.17;243.31;181.23;40.09;41.91;10.79;3.59;10.2
1981;2;2;0;0;-1.2;-1.1;0;0;0;0;71.06;81.17;242.68;180.66;40.09;41.91;10.71;3.58;9.85
1981;2;3;5.7;6.12;1.6;1.5;0.18;0.17;0.07;0.05;81.08;89.85;242.05;180.08;33.62;38.45;10.62;3.56;10.36
1981;2;4;13.53;14.46;2.1;2;0.25;0.23;0.02;0.01;97.22;103.39;241.65;179.51;22.63;30.39;15.07;6.11;24.05
1981;2;5;2.37;2.42;-0.6;-0.7;0;0;0;0;97.55;103.39;241.02;178.94;24.48;32.22;34.52;8.66;55.58
1981;2;6;3.9;4.07;0.4;0.2;0.04;0.02;0.02;0.01;98.96;103.39;240.87;178.38;25.5;34.17;30.97;10.78;34.99
1981;2;7;4.02;4.81;4.5;4.4;0.57;0.56;0.09;0.11;105.5;103;241.16;178.28;13.28;22.89;29.72;15.89;38.95
1981;2;8;0.39;0.68;5.5;5.4;0.7;0.7;0.15;0.12;106.87;102.99;241.57;178.31;6.18;13.33;49.26;23.06;83.89
1981;2;9;0.01;0.02;3.5;3.5;0.42;0.43;0.14;0.04;106.98;102.76;242.08;178.49;3.47;9.15;53.92;25.09;67.02
1981;2;10;1.08;1.16;2.5;2.3;0.3;0.27;0.07;0.02;107.36;102.56;242.65;178.79;2.2;7.22;41.68;22.33;35.63
1981;2;11;0.49;0.51;-0.2;-0.4;0;0;0;0;107.15;102.19;243.21;179.17;2.56;7.56;26.37;16.14;22.95
1981;2;12;0.54;0.4;-2.3;-2.5;0;0;0;0;106.85;101.82;243.74;179.58;3.1;7.96;20.14;11.03;16.82
1981;2;13;0.09;0.11;-2.7;-2.8;0;0;0;0;106.85;101.82;243.1;179.01;3.18;8.07;16.63;7.79;13.14
1981;2;14;0.13;0.11;-2.5;-2.6;0;0;0;0;106.85;101.82;242.47;178.45;3.32;8.18;14.37;5.64;11.99
1981;2;15;0;0;-2.3;-2.3;0;0;0;0;106.85;101.82;241.85;177.88;3.32;8.18;13.11;4.32;10.99
1981;2;16;0;0;-1.3;-1.2;0;0;0;0;106.85;101.82;241.22;177.32;3.32;8.18;12.41;3.63;10.29
1981;2;17;0.08;0.13;-1;-1.1;0;0;0;0;106.85;101.82;240.59;176.76;3.4;8.31;12.19;3.51;10.03
1981;2;18;1.91;1.75;-2;-2.1;0;0;0;0;106.85;101.82;239.97;176.2;5.31;10.06;12.02;3.5;10.11
1981;2;19;0.27;0.28;-2.4;-2.4;0;0;0;0;106.85;101.82;239.35;175.64;5.58;10.34;11.83;3.49;9.45
1981;2;20;0.65;0.91;-1.9;-1.5;0;0;0;0;106.85;101.82;238.73;175.09;6.23;11.25;11.62;3.48;9.38
1981;2;21;0.23;0.24;-1.1;-1.1;0;0;0;0;106.85;101.82;238.11;174.53;6.46;11.49;11.42;3.47;8.67
1981;2;22;0.39;0.21;-1.5;-1.4;0;0;0;0;106.85;101.82;237.5;173.98;6.85;11.7;11.24;3.46;9.16
1981;2;23;1.41;1.99;-1.3;-1.1;0;0;0;0;106.9;101.83;236.88;173.43;8.19;13.61;11.06;3.44;8.81
1981;2;24;1.58;2.37;-0.8;-0.7;0;0;0;0;107.03;101.87;236.27;172.88;9.57;15.69;10.9;3.43;8.63
