YYYY;MM;DD;P_A;P_B;T_A;T_B;PET_A;PET_B;ETA_A;ETA_B;BW0_A;BW0_B;BW3_A;BW3_B;SWW_A;SWW_B;Qsim_A;Qsim_B;Qobs
1981;1;1;8.87;9.06;-5.9;-5.3;0;0;0;0;68.16;49.39;267.08;162.96;8.87;9.06;-999;-999;-999
1981;1;2;14.8;15.21;-7.1;-6.8;0;0;0;0;67.86;49.27;265.76;161.58;23.67;24.27;-999;-999;-999
1981;1;3;15.72;16.84;-3.4;-3;0;0;0;0;67.86;49.27;264;160.06;39.4;41.11;-999;-999;-999
1981;1;4;11.26;12.04;-3.8;-3.5;0;0;0;0;67.86;49.27;262.26;158.56;50.65;53.15;-999;-999;-999
1981;1;5;16.99;17.02;-9.2;-8.8;0;0;0;0;67.86;49.27;260.52;157.07;67.65;70.17;-999;-999;-999
1981;1;6;9.64;9.76;-10;-9.7;0;0;0;0;67.86;49.27;258.81;155.59;77.29;79.93;-999;-999;-999
1981;1;7;8.09;7.8;-13.4;-13.2;0;0;0;0;67.86;49.27;257.1;154.13;85.38;87.73;-999;-999;-999
1981;1;8;1.46;1.26;-16.6;-16.6;0;0;0;0;67.86;49.27;255.41;152.68;86.84;88.99;-999;-999;-999
1981;1;9;0;0;-17;-17;0;0;0;0;67.86;49.27;253.74;151.24;86.84;88.99;-999;-999;-999
1981;1;10;0.03;0.02;-13.2;-12.6;0;0;0;0;67.86;49.27;252.07;149.82;86.87;89.01;-999;-999;-999
1981;1;11;0.01;0.01;-11.2;-10.8;0;0;0;0;67.86;49.27;250.42;148.41;86.88;89.02;-999;-999;-999
1981;1;12;0;0;-13.7;-13.4;0;0;0;0;67.86;49.27;248.78;147.01;86.88;89.02;-999;-999;-999
1981;1;13;2.62;2.52;-12.5;-12.4;0;0;0;0;67.86;49.27;247.15;145.63;89.5;91.54;-999;-999;-999
1981;1;14;0.78;0.77;-11.8;-11.8;0;0;0;0;67.86;49.27;245.53;144.26;90.28;92.31;-999;-999;-999
